bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,quality_replicates,per_cell_sigs,duplIdentifier,dupl_counts,conditionId
b32,2.22,2,uM,2.22 uM,6 h,6,h,YAPC,BRD-K16189898,3,0.76,271,0.458904,0,"0.33,0.33,0.34",0.176056,0.176056,0.748973,0.822086,3.08,14.2693,1,1,BRD-K16189898,LPROT004_YAPC_6H:BRD-K16189898:2,trt_cp,YAPC,P19|P21|P23,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:P19|LPROT004_YAPC_6H_X1_B32:P21|LPROT004_YAPC_6H_X1_B32:P23,,LPROT,CHIR-99021,1,1,0,1,177,CHIR-99021_2.22 uM_6 h_YAPC,1,CHIR-99021_2.22 uM_6 h
b23,0.125,0.123457,uM,0.125 uM,24 h,24,h,YAPC,BRD-K56844688,3,0.497,226,0.338893,0.0224215,"0.33,0.32,0.34",0,0.134048,0.478061,0.757312,12.39,53.8903,1,1,BRD-K56844688,REP.A015_YAPC_24H:E11,trt_cp,YAPC,E11,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:E11|REP.A015_YAPC_24H_X2_B23:E11|REP.A015_YAPC_24H_X3_B23:E11,,REP,epirubicin,1,1,0,1,177,epirubicin_0.125 uM_24 h_YAPC,1,epirubicin_0.125 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A56085258,3,0.5099,396,0.454382,0.0231054,"0.34,0.37,0.29",1.24654,0,0.422031,0.79056,11.08,47.1146,1,1,BRD-A56085258,REP.A014_YAPC_24H:A19,trt_cp,YAPC,A19,REP.A014_YAPC_24H_X1_B23|REP.A014_YAPC_24H_X2_B23|REP.A014_YAPC_24H_X3_B23,REP.A014_YAPC_24H_X1_B23:A19|REP.A014_YAPC_24H_X2_B23:A19|REP.A014_YAPC_24H_X3_B23:A19,,REP,LGX-818,1,1,0,1,177,LGX-818_10 uM_24 h_YAPC,1,LGX-818_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K77695569,3,0.3673,281,0.324858,2.62078,"0.35,0.33,0.32",4.93151,16.2999,0.34385,0.387926,11.44,49.0382,1,1,BRD-K77695569,REP.A024_YAPC_24H:K01,trt_cp,YAPC,K01,REP.A024_YAPC_24H_X1_B23|REP.A024_YAPC_24H_X2_B23|REP.A024_YAPC_24H_X3_B23,REP.A024_YAPC_24H_X1_B23:K01|REP.A024_YAPC_24H_X2_B23:K01|REP.A024_YAPC_24H_X3_B23:K01,,REP,tiabendazole,1,1,0,1,177,tiabendazole_10 uM_24 h_YAPC,1,tiabendazole_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K92213669,3,0.7688,520,0.63935,0,"0.34,0.34,0.33",0,0,0.74053,0.906303,10.71,45.5067,1,1,BRD-K92213669,REP.A025_YAPC_24H:C13,trt_cp,YAPC,C13,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:C13|REP.A025_YAPC_24H_X2_B23:C13|REP.A025_YAPC_24H_X3_B23:C13,,REP,lomitapide,1,1,0,1,177,lomitapide_10 uM_24 h_YAPC,1,lomitapide_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K79095980,3,0.4338,225,0.315912,0,"0.33,0.30,0.36",0,0,0.384131,0.684761,10.71,45.5067,1,1,BRD-K79095980,REP.A025_YAPC_24H:M19,trt_cp,YAPC,M19,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:M19|REP.A025_YAPC_24H_X2_B23:M19|REP.A025_YAPC_24H_X3_B23:M19,,REP,broxuridine,1,1,0,1,177,broxuridine_10 uM_24 h_YAPC,1,broxuridine_10 uM_24 h
b24,0.125,0.123457,uM,0.125 uM,24 h,24,h,YAPC,BRD-A18917088,3,0.4024,348,0.378398,3.11647,"0.42,0.10,0.48",22.7853,9.10788,0.105231,0.592769,16.07,68.8487,0,1,BRD-A18917088,REP.A006_YAPC_24H:B11,trt_cp,YAPC,B11,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:B11|REP.A006_YAPC_24H_X2_B22:B11|REP.A006_YAPC_24H_X3_B22:B11,,REP,estradiol,1,1,0,1,177,estradiol_0.125 uM_24 h_YAPC,1,estradiol_0.125 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K45158365,3,0.4811,448,0.469448,0.274725,"0.34,0.33,0.33",0.554017,8.10637,0.476464,0.495906,24.71,87.1662,1,1,BRD-K45158365,REP.A019_YAPC_24H:C01,trt_cp,YAPC,C01,REP.A019_YAPC_24H_X1_B24|REP.A019_YAPC_24H_X2_B23|REP.A019_YAPC_24H_X3_B23,REP.A019_YAPC_24H_X1_B24:C01|REP.A019_YAPC_24H_X2_B23:C01|REP.A019_YAPC_24H_X3_B23:C01,,REP,valsartan,1,1,0,1,177,valsartan_10 uM_24 h_YAPC,1,valsartan_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K45875383,3,0.4942,342,0.415714,2.37455,"0.34,0.36,0.30",2.56757,3.37838,0.421878,0.567569,10.26,43.5257,1,1,BRD-K45875383,REP.A020_YAPC_24H:K01,trt_cp,YAPC,K01,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:K01|REP.A020_YAPC_24H_X2_B23:K01|REP.A020_YAPC_24H_X3_B23:K01,,REP,XBD-173,1,1,0,1,177,XBD-173_10 uM_24 h_YAPC,1,XBD-173_10 uM_24 h
b24,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-K06240250,3,0.5555,358,0.450935,0,"0.29,0.35,0.36",0,0.282486,0.43924,0.699093,13.34,58.886,1,1,BRD-K06240250,REP.A011_YAPC_24H:H24,trt_cp,YAPC,H24,REP.A011_YAPC_24H_X1_B24|REP.A011_YAPC_24H_X2_B24|REP.A011_YAPC_24H_X3_B24,REP.A011_YAPC_24H_X1_B24:H24|REP.A011_YAPC_24H_X2_B24:H24|REP.A011_YAPC_24H_X3_B24:H24,,REP,rilpivirine,1,1,0,1,177,rilpivirine_0.04 uM_24 h_YAPC,1,rilpivirine_0.04 uM_24 h
b22,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-K44353683,3,0.3614,529,0.442133,3.16427,"0.26,0.24,0.50",7.84187,7.84406,0.344595,0.541702,14.18,62.1303,0,1,BRD-K44353683,REP.A013_YAPC_24H:P24,trt_cp,YAPC,P24,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:P24|REP.A013_YAPC_24H_X2_B22:P24|REP.A013_YAPC_24H_X3_B22:P24,,REP,nateglinide,1,1,0,1,177,nateglinide_0.04 uM_24 h_YAPC,1,nateglinide_0.04 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K56800335,3,0.5266,325,0.418324,0.650224,"0.30,0.34,0.35",2.14549,4.31686,0.445193,0.553107,12.39,53.8903,1,1,BRD-K56800335,REP.A015_YAPC_24H:E01,trt_cp,YAPC,E01,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:E01|REP.A015_YAPC_24H_X2_B23:E01|REP.A015_YAPC_24H_X3_B23:E01,,REP,guanaben-acetate,1,1,0,1,177,guanaben-acetate_10 uM_24 h_YAPC,1,guanaben-acetate_10 uM_24 h
b23,0.125,0.123457,uM,0.125 uM,24 h,24,h,YAPC,BRD-K57080016,3,0.4476,221,0.318033,0.470852,"0.36,0.32,0.32",0.677526,0.134409,0.446557,0.782222,12.39,53.8903,1,1,BRD-K57080016,REP.A015_YAPC_24H:E23,trt_cp,YAPC,E23,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:E23|REP.A015_YAPC_24H_X2_B23:E23|REP.A015_YAPC_24H_X3_B23:E23,,REP,selumetinib,1,1,0,1,177,selumetinib_0.125 uM_24 h_YAPC,1,selumetinib_0.125 uM_24 h
b23,1.11,1.11111,uM,1.11 uM,24 h,24,h,YAPC,BRD-K69776681,3,0.6274,381,0.494385,0.022482,"0.26,0.38,0.36",0,0.13369,0.420996,0.60868,9.19,37.9558,1,1,BRD-K69776681,REP.A023_YAPC_24H:H09,trt_cp,YAPC,H09,REP.A023_YAPC_24H_X1_B23|REP.A023_YAPC_24H_X2_B23|REP.A023_YAPC_24H_X3_B23,REP.A023_YAPC_24H_X1_B23:H09|REP.A023_YAPC_24H_X2_B23:H09|REP.A023_YAPC_24H_X3_B23:H09,,REP,volasertib,1,1,0,1,177,volasertib_1.11 uM_24 h_YAPC,1,volasertib_1.11 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K85090592,3,0.5326,448,0.493935,1.29928,"0.35,0.36,0.29",2.16216,1.75387,0.411146,0.570732,10.26,43.5257,1,1,BRD-K85090592,REP.A020_YAPC_24H:E01,trt_cp,YAPC,E01,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:E01|REP.A020_YAPC_24H_X2_B23:E01|REP.A020_YAPC_24H_X3_B23:E01,,REP,pilocarpine,1,1,0,1,177,pilocarpine_10 uM_24 h_YAPC,1,pilocarpine_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K74065929,3,0.5918,446,0.5195,0.729262,"0.35,0.36,0.29",0.684932,0.280899,0.449908,0.643314,11.44,49.0382,1,1,BRD-K74065929,REP.A024_YAPC_24H:C01,trt_cp,YAPC,C01,REP.A024_YAPC_24H_X1_B23|REP.A024_YAPC_24H_X2_B23|REP.A024_YAPC_24H_X3_B23,REP.A024_YAPC_24H_X1_B23:C01|REP.A024_YAPC_24H_X2_B23:C01|REP.A024_YAPC_24H_X3_B23:C01,,REP,doramapimod,1,1,0,1,177,doramapimod_10 uM_24 h_YAPC,1,doramapimod_10 uM_24 h
b23,3.33,3.33333,uM,3.33 uM,24 h,24,h,YAPC,BRD-A74667430,3,0.5371,344,0.434648,0.0908265,"0.34,0.35,0.30",2.20732,6.96297,0.451761,0.511115,10.71,45.5067,1,1,BRD-A74667430,REP.A025_YAPC_24H:J02,trt_cp,YAPC,J02,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:J02|REP.A025_YAPC_24H_X2_B23:J02|REP.A025_YAPC_24H_X3_B23:J02,,REP,etodolac,1,1,0,1,177,etodolac_3.33 uM_24 h_YAPC,1,etodolac_3.33 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K99113996,3,0.7286,473,0.593616,0.0227066,"0.33,0.33,0.34",0,0,0.711396,0.839278,10.71,45.5067,1,1,BRD-K99113996,REP.A025_YAPC_24H:H01,trt_cp,YAPC,H01,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:H01|REP.A025_YAPC_24H_X2_B23:H01|REP.A025_YAPC_24H_X3_B23:H01,,REP,AZD-2014,1,1,0,1,177,AZD-2014_10 uM_24 h_YAPC,1,AZD-2014_10 uM_24 h
b24,1.11,1.11111,uM,1.11 uM,24 h,24,h,YAPC,BRD-K18922609,3,0.4732,360,0.417354,1.00091,"0.38,0.23,0.39",11.3654,8.22438,0.242699,0.550387,16.07,68.8487,0,1,BRD-K18922609,REP.A006_YAPC_24H:A15,trt_cp,YAPC,A15,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:A15|REP.A006_YAPC_24H_X2_B22:A15|REP.A006_YAPC_24H_X3_B22:A15,,REP,neostigmine,1,1,0,1,177,neostigmine_1.11 uM_24 h_YAPC,1,neostigmine_1.11 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K23984367,3,0.5829,434,0.508595,0,"0.34,0.35,0.31",0,0,0.510028,0.752183,16.07,68.8487,1,1,BRD-K23984367,REP.A006_YAPC_24H:P01,trt_cp,YAPC,P01,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:P01|REP.A006_YAPC_24H_X2_B22:P01|REP.A006_YAPC_24H_X3_B22:P01,,REP,sorafenib,1,1,0,1,177,sorafenib_10 uM_24 h_YAPC,1,sorafenib_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K44771174,3,0.3513,254,0.302055,0.0229991,"0.41,0.26,0.33",3.48189,21.919,0.268244,0.296027,16.67,70.6001,1,1,BRD-K44771174,REP.A017_YAPC_24H:C01,trt_cp,YAPC,C01,REP.A017_YAPC_24H_X1_B23|REP.A017_YAPC_24H_X2_B23|REP.A017_YAPC_24H_X3_B23,REP.A017_YAPC_24H_X1_B23:C01|REP.A017_YAPC_24H_X2_B23:C01|REP.A017_YAPC_24H_X3_B23:C01,,REP,ibutamoren,1,1,0,1,177,ibutamoren_10 uM_24 h_YAPC,1,ibutamoren_10 uM_24 h
b23,1.11,1.11111,uM,1.11 uM,24 h,24,h,YAPC,BRD-K47869605,3,0.8186,554,0.68096,0.0224014,"0.34,0.33,0.33",0.27027,0,0.802724,0.909684,10.26,43.5257,1,1,BRD-K47869605,REP.A020_YAPC_24H:N03,trt_cp,YAPC,N03,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:N03|REP.A020_YAPC_24H_X2_B23:N03|REP.A020_YAPC_24H_X3_B23:N03,,REP,BRD-K47869605,1,1,0,1,177,BRD-K47869605_1.11 uM_24 h_YAPC,1,BRD-K47869605_1.11 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K75649340,3,0.6609,436,0.542802,0.0227066,"0.34,0.34,0.33",0,0,0.628274,0.793716,10.71,45.5067,1,1,BRD-K75649340,REP.A025_YAPC_24H:J19,trt_cp,YAPC,J19,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:J19|REP.A025_YAPC_24H_X2_B23:J19|REP.A025_YAPC_24H_X3_B23:J19,,REP,tioguanine,1,1,0,1,177,tioguanine_10 uM_24 h_YAPC,1,tioguanine_10 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K20001883,3,0.4264,231,0.317355,0,"0.28,0.37,0.35",0,0.134771,0.329152,0.614067,16.07,68.8487,1,1,BRD-K20001883,REP.A006_YAPC_24H:F13,trt_cp,YAPC,F13,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:F13|REP.A006_YAPC_24H_X2_B22:F13|REP.A006_YAPC_24H_X3_B22:F13,,REP,RVX-208,1,1,0,1,177,RVX-208_10 uM_24 h_YAPC,1,RVX-208_10 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K88025533,3,0.5391,280,0.392866,0,"0.35,0.30,0.35",0,0,0.44877,0.796545,13.94,61.3552,1,1,BRD-K88025533,REP.A008_YAPC_24H:N07,trt_cp,YAPC,N07,REP.A008_YAPC_24H_X1_B24|REP.A008_YAPC_24H_X2.L2_B25|REP.A008_YAPC_24H_X3_B24,REP.A008_YAPC_24H_X1_B24:N07|REP.A008_YAPC_24H_X2.L2_B25:N07|REP.A008_YAPC_24H_X3_B24:N07,,REP,fingolimod,1,1,0,1,177,fingolimod_10 uM_24 h_YAPC,1,fingolimod_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K68346641,3,0.8063,601,0.703908,0,"0.33,0.33,0.34",0,0,0.785889,0.847206,9.19,37.9558,1,1,BRD-K68346641,REP.A023_YAPC_24H:D07,trt_cp,YAPC,D07,REP.A023_YAPC_24H_X1_B23|REP.A023_YAPC_24H_X2_B23|REP.A023_YAPC_24H_X3_B23,REP.A023_YAPC_24H_X1_B23:D07|REP.A023_YAPC_24H_X2_B23:D07|REP.A023_YAPC_24H_X3_B23:D07,,REP,amsacrine,1,1,0,1,177,amsacrine_10 uM_24 h_YAPC,1,amsacrine_10 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K49075727,3,0.4352,408,0.426094,0.0228938,"0.35,0.33,0.33",0,0.277008,0.432683,0.629715,24.71,87.1662,1,1,BRD-K49075727,REP.A019_YAPC_24H:L01,trt_cp,YAPC,L01,REP.A019_YAPC_24H_X1_B24|REP.A019_YAPC_24H_X2_B23|REP.A019_YAPC_24H_X3_B23,REP.A019_YAPC_24H_X1_B24:L01|REP.A019_YAPC_24H_X2_B23:L01|REP.A019_YAPC_24H_X3_B23:L01,,REP,nintedanib,1,1,0,1,177,nintedanib_10 uM_24 h_YAPC,1,nintedanib_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A39935389,3,0.6525,432,0.536862,0,"0.33,0.35,0.32",0,0.13624,0.612265,0.758663,11.08,47.1146,1,1,BRD-A39935389,REP.A014_YAPC_24H:N19,trt_cp,YAPC,N19,REP.A014_YAPC_24H_X1_B23|REP.A014_YAPC_24H_X2_B23|REP.A014_YAPC_24H_X3_B23,REP.A014_YAPC_24H_X1_B23:N19|REP.A014_YAPC_24H_X2_B23:N19|REP.A014_YAPC_24H_X3_B23:N19,,REP,teroxirone,1,1,0,1,177,teroxirone_10 uM_24 h_YAPC,1,teroxirone_10 uM_24 h
b23,3.33,3.33333,uM,3.33 uM,24 h,24,h,YAPC,BRD-K68938568,3,0.5805,466,0.525926,1.17435,"0.33,0.34,0.33",2.13904,2.16241,0.576397,0.630318,6.99,26.6724,1,1,BRD-K68938568,REP.A022_YAPC_24H:M02,trt_cp,YAPC,M02,REP.A022_YAPC_24H_X1_B23|REP.A022_YAPC_24H_X2_B23|REP.A022_YAPC_24H_X3_B23,REP.A022_YAPC_24H_X1_B23:M02|REP.A022_YAPC_24H_X2_B23:M02|REP.A022_YAPC_24H_X3_B23:M02,,REP,GDC-0152,1,1,0,1,177,GDC-0152_3.33 uM_24 h_YAPC,1,GDC-0152_3.33 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K74514084,3,0.548,321,0.424105,0,"0.32,0.34,0.34",0,0,0.514186,0.624007,10.71,45.5067,1,1,BRD-K74514084,REP.A025_YAPC_24H:I01,trt_cp,YAPC,I01,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:I01|REP.A025_YAPC_24H_X2_B23:I01|REP.A025_YAPC_24H_X3_B23:I01,,REP,pazopanib,1,1,0,1,177,pazopanib_10 uM_24 h_YAPC,1,pazopanib_10 uM_24 h
b22,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K38473998,3,0.5182,354,0.433093,0.0448833,"0.37,0.22,0.40",7.58808,1.21622,0.272289,0.561482,14.18,62.1303,1,1,BRD-K38473998,REP.A013_YAPC_24H:F01,trt_cp,YAPC,F01,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:F01|REP.A013_YAPC_24H_X2_B22:F01|REP.A013_YAPC_24H_X3_B22:F01,,REP,cilomilast,1,1,0,1,177,cilomilast_10 uM_24 h_YAPC,1,cilomilast_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K70490179,3,0.5132,427,0.473356,2.02338,"0.43,0.12,0.46",21.5774,0.408743,0.125523,0.695279,9.19,37.9558,1,1,BRD-K70490179,REP.A023_YAPC_24H:J01,trt_cp,YAPC,J01,REP.A023_YAPC_24H_X1_B23|REP.A023_YAPC_24H_X2_B23|REP.A023_YAPC_24H_X3_B23,REP.A023_YAPC_24H_X1_B23:J01|REP.A023_YAPC_24H_X2_B23:J01|REP.A023_YAPC_24H_X3_B23:J01,,REP,rimcazole,1,1,0,1,177,rimcazole_10 uM_24 h_YAPC,1,rimcazole_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K74717603,3,0.7553,577,0.667541,0,"0.34,0.33,0.34",0,0,0.730666,0.867609,10.71,45.5067,1,1,BRD-K74717603,REP.A025_YAPC_24H:I07,trt_cp,YAPC,I07,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:I07|REP.A025_YAPC_24H_X2_B23:I07|REP.A025_YAPC_24H_X3_B23:I07,,REP,etravirine,1,1,0,1,177,etravirine_10 uM_24 h_YAPC,1,etravirine_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K77625799,3,0.7024,430,0.555721,0,"0.34,0.33,0.33",0,0,0.6895,0.836327,10.71,45.5067,1,1,BRD-K77625799,REP.A025_YAPC_24H:K19,trt_cp,YAPC,K19,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:K19|REP.A025_YAPC_24H_X2_B23:K19|REP.A025_YAPC_24H_X3_B23:K19,,REP,vandetanib,1,1,0,1,177,vandetanib_10 uM_24 h_YAPC,1,vandetanib_10 uM_24 h
b22,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K37890730,3,0.8398,819,0.838611,0,"0.34,0.33,0.33",0,0,0.81893,0.810855,14.18,62.1303,1,1,BRD-K37890730,REP.A013_YAPC_24H:D07,trt_cp,YAPC,D07,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:D07|REP.A013_YAPC_24H_X2_B22:D07|REP.A013_YAPC_24H_X3_B22:D07,,REP,camptothecin,1,1,0,1,177,camptothecin_10 uM_24 h_YAPC,1,camptothecin_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A55913614,3,0.6816,471,0.572936,0,"0.33,0.34,0.33",0,0,0.681274,0.872637,12.39,53.8903,1,1,BRD-A55913614,REP.A015_YAPC_24H:A19,trt_cp,YAPC,A19,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:A19|REP.A015_YAPC_24H_X2_B23:A19|REP.A015_YAPC_24H_X3_B23:A19,,REP,primaquine,1,1,0,1,177,primaquine_10 uM_24 h_YAPC,1,primaquine_10 uM_24 h
b23,4,4.17007,uM,4 uM,24 h,24,h,YAPC,BRD-K47000838,3,0.6133,444,0.527665,0.0224014,"0.38,0.23,0.39",7.43243,0.135135,0.310092,0.665197,10.26,43.5257,1,1,BRD-K47000838,REP.A020_YAPC_24H:M01,trt_cp,YAPC,M01,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:M01|REP.A020_YAPC_24H_X2_B23:M01|REP.A020_YAPC_24H_X3_B23:M01,,REP,BRD-K47000838,1,1,0,1,177,BRD-K47000838_4 uM_24 h_YAPC,1,BRD-K47000838_4 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A84481105,3,0.5974,402,0.495537,0.201613,"0.31,0.36,0.33",0.40396,0,0.552328,0.692507,10.26,43.5257,1,1,BRD-A84481105,REP.A020_YAPC_24H:H01,trt_cp,YAPC,H01,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:H01|REP.A020_YAPC_24H_X2_B23:H01|REP.A020_YAPC_24H_X3_B23:H01,,REP,thioridazine,1,1,0,1,177,thioridazine_10 uM_24 h_YAPC,1,thioridazine_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K84748119,3,0.6047,578,0.597812,1.09767,"0.36,0.36,0.28",2.83784,3.91892,0.43943,0.527881,10.26,43.5257,1,1,BRD-K84748119,REP.A020_YAPC_24H:J01,trt_cp,YAPC,J01,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:J01|REP.A020_YAPC_24H_X2_B23:J01|REP.A020_YAPC_24H_X3_B23:J01,,REP,vicriviroc,1,1,0,1,177,vicriviroc_10 uM_24 h_YAPC,1,vicriviroc_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K80343549,3,0.4679,347,0.407448,0.20252,"0.38,0.40,0.22",11.1506,0,0.243876,0.689127,8.68,35.2857,1,1,BRD-K80343549,REP.A021_YAPC_24H:A13,trt_cp,YAPC,A13,REP.A021_YAPC_24H_X1_B23|REP.A021_YAPC_24H_X2_B23|REP.A021_YAPC_24H_X3_B23,REP.A021_YAPC_24H_X1_B23:A13|REP.A021_YAPC_24H_X2_B23:A13|REP.A021_YAPC_24H_X3_B23:A13,,REP,TAK-285,1,1,0,1,177,TAK-285_10 uM_24 h_YAPC,1,TAK-285_10 uM_24 h
b23,0.37,0.37037,uM,0.37 uM,24 h,24,h,YAPC,BRD-K83405785,3,0.5944,254,0.392904,0.0448029,"0.35,0.32,0.33",0,0.67134,0.557584,0.650606,10.26,43.5257,1,1,BRD-K83405785,REP.A020_YAPC_24H:A22,trt_cp,YAPC,A22,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:A22|REP.A020_YAPC_24H_X2_B23:A22|REP.A020_YAPC_24H_X3_B23:A22,,REP,pimavanserin,1,1,0,1,177,pimavanserin_0.37 uM_24 h_YAPC,1,pimavanserin_0.37 uM_24 h
