"","sig_id","conditionId","cell_iname"
"1004","DOSBIO001_NPC_24H:BRD-K38294617:9.84551","BRD-K38294617_10 uM_24 h","NPC"
"1005","LRS001_PHH.MGH_24H:A13","Merck60_10 uM_24 h","PHH"
"1006","NMH001_NPC_6H:BRD-K71339761-001-01-8:10","BRD-K71339761_10 uM_6 h","NPC"
"1007","CPD003_MCF7_24H:O06","toremifene_10 uM_24 h","MCF7"
"1008","PCL001_HT29_24H:BRD-K92428232:3.33","GSK-461364_3.33 uM_24 h","HT29"
"1009","ERAM001_MCF7_24H:BRD-K33610132:5.93","rociletinib_6.66 uM_24 h","MCF7"
"1010","MOA001_U2OS_24H:I05","PX-12_10 uM_24 h","U2OS"
"1011","HOG003_A549_6H:BRD-K78126613-001-16-0:10","menadione_10 uM_6 h","A549"
"1012","CVD001_HEPG2_6H:BRD-K37392901-003-01-7:10","NSC-632839_10 uM_6 h","HEPG2"
"1013","CVD001_HEPG2_24H:BRD-A59728941-001-01-3:10","BRD-A59728941_10 uM_24 h","HEPG2"
"1014","CPD002_MCF7_6H:BRD-A52627843-001-01-3:10","thiostrepton_10 uM_6 h","MCF7"
"1015","CPD003_MCF7_24H:H06","lansoprazole_10 uM_24 h","MCF7"
"1016","KTOX002_HPTEC_6H:BRD-K19925945:31.6","arsenic-trioxide_30 uM_6 h","HPTEC"
"1017","BRAF001_A375_6H:BRD-A96407378-001-12-8:10","allantoin_10 uM_6 h","A375"
"1018","PCL001_A549_24H:BRD-K71855865:10","BRD-K71855865_10 uM_24 h","A549"
"1019","HOG002_A549_24H:BRD-A02481876-001-09-9:10","importazole_10 uM_24 h","A549"
"1020","POL001_JURKAT_24H:J04","alvocidib_0.37 uM_24 h","JURKAT"
"1021","CPD002_MCF7_24H:BRD-K72723676-003-12-9:10","benzethonium_10 uM_24 h","MCF7"
"1022","DOSBIO001_HT29_24H:BRD-K74318028:10.53","BRD-K74318028_10 uM_24 h","HT29"
"1023","DOSBIO001_MCF7_24H:BRD-K29251608:10.0387","BRD-K29251608_10 uM_24 h","MCF7"
"1024","NMH002_NPC_6H:BRD-K35923252-001-03-6:10","BRD-K35923252_10 uM_6 h","NPC"
"1025","CVD001_HUH7_24H:BRD-K46123637-001-01-0:10.0354","BRD-K46123637_10 uM_24 h","HUH7"
"1026","ASG003_A549_48H:A04","LY-294002_10 uM_48 h","A549"
"1027","ASG002_MCF7_24H:B06","XL-888_0.12 uM_24 h","MCF7"
"1028","ASG002_PC3_24H:E08","MG-132_1.11 uM_24 h","PC3"
"1029","ASG002_PC3_24H:K16","fludarabine_10 uM_24 h","PC3"
"1030","ASG002_PC3_24H:H10","digoxin_10 uM_24 h","PC3"
"1031","ASG001_MCF7_6H:O08","tretinoin_0.37 uM_6 h","MCF7"
"1032","ASG003_U2OS_6H:O21","daunorubicin_0.12 uM_6 h","U2OS"
"1033","ASG003_U2OS_48H:M07","ABT-751_10 uM_48 h","U2OS"
"1034","ASG002_PC3_24H:I13","lapatinib_10 uM_24 h","PC3"
"1035","ASG002_A549_24H:H09","camptothecin_0.12 uM_24 h","A549"
"1036","ASG003_U2OS_24H:L02","ABT-737_1.11 uM_24 h","U2OS"
"1037","ASG003_MCF7_48H:E22","nelfinavir_10 uM_48 h","MCF7"
"1038","ASG003_MCF7_6H:B05","R-547_1.11 uM_6 h","MCF7"
"1039","ASG002_PC3_24H:A07","CGS-15943_10 uM_24 h","PC3"
"1040","ASG002_PC3_24H:B22","nocodazole_10 uM_24 h","PC3"
"1041","ASG003_U2OS_48H:N05","mitomycin-c_1.11 uM_48 h","U2OS"
"1042","ASG003_MCF7_6H:P18","CGS-21680_0.12 uM_6 h","MCF7"
"1043","ASG003_U2OS_6H:H22","PJ-34_10 uM_6 h","U2OS"
"1044","ASG003_MCF7_48H:F22","BRD-K61033289_10 uM_48 h","MCF7"
"1045","ASG003_MCF7_6H:F16","idarubicin_12 uM_6 h","MCF7"
"1046","ASG002_PC3_24H:J01","GDC-0199_10 uM_24 h","PC3"
"1047","ASG003_U2OS_48H:N09","TW-37_0.08 uM_48 h","U2OS"
"1048","ASG003_U2OS_48H:D17","barasertib-HQPA_1.11 uM_48 h","U2OS"
"1049","ASG002_PC3_24H:B19","cabozantinib_10 uM_24 h","PC3"
"1050","ASG003_A549_48H:E22","nelfinavir_10 uM_48 h","A549"
"1051","ASG002_A549_24H:E02","BRD-K76674262_1.11 uM_24 h","A549"
"1052","ASG003_MCF7_48H:D19","AMG-232_10 uM_48 h","MCF7"
"1053","ASG003_A549_6H:O20","daunorubicin_1.11 uM_6 h","A549"
"1054","ASG003_A549_48H:I09","digitoxin_0.12 uM_48 h","A549"
"1055","ASG003_U2OS_24H:L16","nutlin-3_10 uM_24 h","U2OS"
"1056","ASG003_U2OS_24H:J13","AZ-628_10 uM_24 h","U2OS"
"1057","ASG003_U2OS_48H:I03","nocodazole_0.12 uM_48 h","U2OS"
"1058","ASG003_U2OS_48H:F10","quizartinib_10 uM_48 h","U2OS"
"1059","ASG003_U2OS_24H:J01","cabozantinib_10 uM_24 h","U2OS"
"1060","ASG003_U2OS_24H:I09","digitoxin_0.12 uM_24 h","U2OS"
"1061","ASG003_U2OS_48H:N13","AG-14361_10 uM_48 h","U2OS"
"1062","ASG002_A549_24H:L01","PHA-793887_10 uM_24 h","A549"
"1063","ASG002_PC3_24H:O16","parbendazole_10 uM_24 h","PC3"
"1064","ASG003_U2OS_48H:O16","chelidonine_10 uM_48 h","U2OS"
"1065","ASG003_MCF7_6H:B07","oncrasin-1_10 uM_6 h","MCF7"
"1066","ASG003_U2OS_6H:O07","lapatinib_10 uM_6 h","U2OS"
"1067","ASG003_A549_24H:E17","KU-0063794_1.11 uM_24 h","A549"
"1068","ASG002_PC3_24H:K22","dabrafenib_10 uM_24 h","PC3"
"1069","ASG003_U2OS_24H:C06","epirubicin_0.12 uM_24 h","U2OS"
"1070","ASG003_A549_48H:D12","digoxin_0.12 uM_48 h","A549"
"1071","ASG003_A549_24H:C07","axitinib_10 uM_24 h","A549"
"1072","ASG003_MCF7_24H:J01","cabozantinib_10 uM_24 h","MCF7"
"1073","ASG003_U2OS_6H:D13","tandutinib_10 uM_6 h","U2OS"
"1074","ASG002_PC3_24H:N14","JNJ-7706621_1.11 uM_24 h","PC3"
"1075","ASG003_U2OS_48H:J21","alvocidib_0.12 uM_48 h","U2OS"
"1076","ASG002_A549_24H:A15","TW-37_0.08 uM_24 h","A549"
"1077","ASG003_MCF7_48H:P07","taselisib_10 uM_48 h","MCF7"
"1078","ASG003_A549_6H:O23","ceritinib_1.11 uM_6 h","A549"
"1079","ASG003_U2OS_6H:F14","PI-103_1.11 uM_6 h","U2OS"
"1080","ASG003_A549_6H:K19","BRD-K63750851_10 uM_6 h","A549"
"1081","ASG003_U2OS_6H:H16","dabrafenib_10 uM_6 h","U2OS"
"1082","ASG003_MCF7_24H:O20","daunorubicin_1.11 uM_24 h","MCF7"
"1083","ASG003_MCF7_48H:N02","dasatinib_1.11 uM_48 h","MCF7"
"1084","ASG003_U2OS_6H:N16","trametinib_10 uM_6 h","U2OS"
"1085","ASG003_A549_24H:G04","amlodipine_10 uM_24 h","A549"
"1086","ASG003_U2OS_48H:P14","ponatinib_1.11 uM_48 h","U2OS"
"1087","ASG003_A549_48H:L13","XL-888_10 uM_48 h","A549"
"1088","ASG003_U2OS_24H:O24","ceritinib_0.08 uM_24 h","U2OS"
"1089","ASG003_U2OS_6H:F19","salmeterol_10 uM_6 h","U2OS"
"1090","ASG003_U2OS_6H:L14","XL-888_1.11 uM_6 h","U2OS"
"1091","ASG003_U2OS_48H:J22","azathioprine_10 uM_48 h","U2OS"
"1092","ASG003_MCF7_6H:H22","PJ-34_10 uM_6 h","MCF7"
"1093","ASG003_U2OS_24H:P12","ixazomib_0.12 uM_24 h","U2OS"
"1094","ASG003_U2OS_48H:A22","RITA_10 uM_48 h","U2OS"
"1095","ASG002_A549_24H:B24","nocodazole_0.12 uM_24 h","A549"
"1096","ASG002_PC3_24H:C07","PJ-34_10 uM_24 h","PC3"
"1097","ASG003_A549_24H:F19","salmeterol_10 uM_24 h","A549"
"1098","ASG003_U2OS_48H:F05","vorinostat_1.11 uM_48 h","U2OS"
"1099","ASG003_U2OS_24H:M24","YM-155_0.12 uM_24 h","U2OS"
"1100","ASG002_PC3_24H:F10","floxuridine_10 uM_24 h","PC3"
"1101","ASG003_U2OS_6H:F18","idarubicin_0.12 uM_6 h","U2OS"
"1102","ASG003_A549_48H:N18","trametinib_0.12 uM_48 h","A549"
"1103","ASG003_A549_24H:O07","lapatinib_10 uM_24 h","A549"
"1104","ASG003_U2OS_24H:K22","fostamatinib_10 uM_24 h","U2OS"
"1105","ASG003_MCF7_6H:A16","tozasertib_10 uM_6 h","MCF7"
"1106","ASG002_PC3_24H:B07","ABT-751_10 uM_24 h","PC3"
"1107","ASG002_PC3_24H:N19","vandetanib_10 uM_24 h","PC3"
"1108","ASG003_MCF7_48H:K01","rucaparib_10 uM_48 h","MCF7"
"1109","ASG003_U2OS_24H:D02","obatoclax_1.11 uM_24 h","U2OS"
"1110","ASG003_U2OS_6H:P01","panobinostat_10 uM_6 h","U2OS"
"1111","ASG003_MCF7_48H:G04","amlodipine_10 uM_48 h","MCF7"
"1112","ASG002_PC3_24H:E17","obatoclax_1.11 uM_24 h","PC3"
"1113","ASG003_MCF7_6H:I01","nocodazole_10 uM_6 h","MCF7"
"1114","ASG003_U2OS_24H:A16","tozasertib_10 uM_24 h","U2OS"
"1115","ASG003_A549_24H:G10","AZD-5363_10 uM_24 h","A549"
"1116","ASG002_A549_24H:B13","RITA_10 uM_24 h","A549"
"1117","ASG003_MCF7_48H:I09","digitoxin_0.12 uM_48 h","MCF7"
"1118","ASG003_A549_24H:M08","ABT-751_1.11 uM_24 h","A549"
"1119","ASG003_A549_48H:D17","barasertib-HQPA_1.11 uM_48 h","A549"
"1120","ASG003_A549_48H:P22","masitinib_10 uM_48 h","A549"
"1121","ASG003_A549_48H:C01","sorafenib_10 uM_48 h","A549"
"1122","ASG003_U2OS_6H:E13","KW-2478_10 uM_6 h","U2OS"
"1123","ASG003_U2OS_6H:K01","rucaparib_10 uM_6 h","U2OS"
"1124","ASG003_U2OS_24H:J07","ibrutinib_10 uM_24 h","U2OS"
"1125","ASG002_MCF7_24H:E19","masitinib_10 uM_24 h","MCF7"
"1126","ASG003_A549_6H:H22","PJ-34_10 uM_6 h","A549"
"1127","ASG002_MCF7_24H:D22","imatinib_10 uM_24 h","MCF7"
"1128","ASG003_MCF7_24H:O24","ceritinib_0.08 uM_24 h","MCF7"
"1129","ASG003_MCF7_6H:G10","AZD-5363_10 uM_6 h","MCF7"
"1130","ASG003_U2OS_24H:N22","vandetanib_10 uM_24 h","U2OS"
"1131","ASG003_A549_48H:K01","rucaparib_10 uM_48 h","A549"
"1132","ASG002_PC3_24H:O07","calcitriol_10 uM_24 h","PC3"
"1133","ASG003_MCF7_6H:O07","lapatinib_10 uM_6 h","MCF7"
"1134","ASG002_PC3_24H:P22","digitoxin_10 uM_24 h","PC3"
"1135","ASG003_MCF7_6H:K19","BRD-K63750851_10 uM_6 h","MCF7"
"1136","CPC001_HA1E_6H:BRD-K09549677-300-01-8:10","mibefradil_10 uM_6 h","HA1E"
"1137","CPC004_A375_6H:BRD-A84174393-236-03-0:10","meloxicam_10 uM_6 h","A375"
"1138","CPC015_ASC_24H:BRD-K57179821-001-08-9:10","crotamiton_10 uM_24 h","ASC"
"1139","CPC015_HT29_6H:BRD-A15415227-003-01-1:10","GW-1929_10 uM_6 h","HT29"
"1140","CPC018_ASC_24H:BRD-K25906698-303-01-9:10","immepip_10 uM_24 h","ASC"
"1141","CPC018_MCF7_6H:BRD-K03015355-003-01-5:10","forskolin_10 uM_6 h","MCF7"
"1142","CPC009_HA1E_6H:BRD-A16820783-001-06-0:10","BRD-A16820783_10 uM_6 h","HA1E"
"1143","CPC010_HA1E_6H:BRD-K78385490-019-02-2:10","BRD-K78385490_10 uM_6 h","HA1E"
"1144","CPC016_MCF7_6H:BRD-K82561139-001-05-0:10","ricinine_10 uM_6 h","MCF7"
"1145","CPC002_VCAP_24H:BRD-A00758722-001-03-1:10","noretynodrel_10 uM_24 h","VCAP"
"1146","CPC005_HT29_24H:BRD-K50841342-001-01-6:10","PAC-1_10 uM_24 h","HT29"
"1147","CPC009_A375_6H:BRD-K18726304-019-01-8:10","BRD-K18726304_10 uM_6 h","A375"
"1148","CPC006_HA1E_24H:G02","methylene-blue_10 uM_24 h","HA1E"
"1149","CPC006_HEPG2_6H:BRD-A18763547-300-04-8:10","BRD-A18763547_10 uM_6 h","HEPG2"
"1150","CPC008_HCC515_6H:BRD-K75999307-001-05-7:10","BRD-K75999307_10 uM_6 h","HCC515"
"1151","CPC001_HCC515_24H:BRD-A94624445-236-02-2:10","bucladesine_10 uM_24 h","HCC515"
"1152","CPC006_PC3_6H:BRD-K69932463-001-03-1:10","AZD-8055_10 uM_6 h","PC3"
"1153","CPC006_A549_6H:BRD-A23770159-001-02-3:11.1","sirolimus_12 uM_6 h","A549"
"1154","CPC006_A549_6H:BRD-K41895714-001-02-2:10","AS-605240_10 uM_6 h","A549"
"1155","CPC014_SKB_24H:BRD-K88714443-001-01-9:10","BRD-K88714443_10 uM_24 h","SKB"
"1156","CPC010_MCF7_24H:BRD-A89049230-001-03-4:10","BRD-A89049230_10 uM_24 h","MCF7"
"1157","CPC013_MCF7_6H:BRD-K95760042-001-01-8:10","BRD-K95760042_10 uM_6 h","MCF7"
"1158","CPC009_VCAP_24H:BRD-K96704648-001-05-4:10","BRD-K96704648_10 uM_24 h","VCAP"
"1159","CPC004_PC3_6H:BRD-K96799727-001-01-7:10","pifithrin-mu_10 uM_6 h","PC3"
"1160","CPC005_PC3_24H:BRD-K50464341-001-02-6:10","berbamine_10 uM_24 h","PC3"
"1161","CPC006_HA1E_6H:BRD-K39503511-001-02-1:80","quiflapon_80 uM_6 h","HA1E"
"1162","CPC008_PC3_24H:BRD-K69422440-001-01-5:10","BRD-K69422440_10 uM_24 h","PC3"
"1163","CPC019_HT29_6H:BRD-K00627859-001-01-5:10","tubastatin-a_10 uM_6 h","HT29"
"1164","CPC020_A375_6H:BRD-A93393712-001-01-1:10","CVF-SUMO-14_10 uM_6 h","A375"
"1165","CPC012_HT29_6H:BRD-K89626439-001-01-0:10","sirolimus_10 uM_6 h","HT29"
"1166","CPC018_A375_6H:BRD-A62890442-001-01-0:10","3-methyl-GABA_10 uM_6 h","A375"
"1167","CPC019_VCAP_6H:BRD-K88217904-001-01-5:10","BRD-K88217904_10 uM_6 h","VCAP"
"1168","CPC006_A375_24H:BRD-U88459701-000-01-8:10","atorvastatin_10 uM_24 h","A375"
"1169","CPC006_MCF7_24H:G17","cyclosporin-a_10 uM_24 h","MCF7"
"1170","CPC001_HA1E_6H:BRD-A96882008-001-01-3:10","L-732138_10 uM_6 h","HA1E"
"1171","CPC009_HA1E_6H:BRD-K55127335-001-05-5:10","BRD-K55127335_10 uM_6 h","HA1E"
"1172","CPC005_HT29_24H:BRD-K56429665-001-03-9:10","calcipotriol_10 uM_24 h","HT29"
"1173","CPC001_HCC515_24H:BRD-A06276885-003-01-1:10","BRD-A06276885_10 uM_24 h","HCC515"
"1174","CPC014_HEPG2_6H:BRD-U43867373-000-01-3:10","BRD-U43867373_10 uM_6 h","HEPG2"
"1175","CPC017_A549_24H:BRD-A80502530-001-01-2:10","cinobufagin_10 uM_24 h","A549"
"1176","CPC017_HEPG2_6H:BRD-K08502430-001-01-0:10","angiogenesis-inhibitor_10 uM_6 h","HEPG2"
"1177","CPC018_HEPG2_6H:BRD-K03842655-001-02-1:10","penitrem-a_10 uM_6 h","HEPG2"
"1178","CPC018_HEPG2_6H:BRD-A11813248-003-01-6:10","AM-92016_10 uM_6 h","HEPG2"
"1179","CPC014_HCC515_6H:BRD-A25337146-003-07-0:10","AT-SUMO-1_10 uM_6 h","HCC515"
"1180","CPC014_HCC515_6H:BRD-K22631935-001-01-9:10","neurodazine_10 uM_6 h","HCC515"
"1181","CPC014_PC3_6H:BRD-K80622725-001-10-2:10","STK-397047_10 uM_6 h","PC3"
"1182","CPC006_VCAP_6H:BRD-K78126613-001-16-0:10","menadione_10 uM_6 h","VCAP"
"1183","CPC017_ASC_24H:BRD-K14618467-003-01-8:10","IKK-16_10 uM_24 h","ASC"
"1184","CPC002_PC3_24H:BRD-A10420615-001-03-6:10","cyclopiazonic-acid_10 uM_24 h","PC3"
"1185","CPC017_MCF7_6H:BRD-K95785537-001-09-0:10","PP-2_10 uM_6 h","MCF7"
"1186","CPC005_PC3_24H:BRD-A34299591-001-03-4:10","budesonide_10 uM_24 h","PC3"
"1187","CPC005_PC3_24H:BRD-K43796186-001-01-1:10","BRD-K43796186_10 uM_24 h","PC3"
"1188","CPC016_A375_6H:BRD-K22010301-001-01-2:10","JLK-6_10 uM_6 h","A375"
"1189","CPC002_PC3_24H:BRD-A80502530-001-01-2:10","cinobufagin_10 uM_24 h","PC3"
"1190","CPC003_PC3_24H:BRD-K88429204-001-18-7:10","pyrimethamine_10 uM_24 h","PC3"
"1191","CPC008_HT29_6H:BRD-K55703048-001-04-4:10","latrepirdine_10 uM_6 h","HT29"
"1192","CPC018_HT29_6H:BRD-K92778217-001-17-8:10","mefenamic-acid_10 uM_6 h","HT29"
"1193","CPC006_A375_24H:BRD-K02526760-001-01-5:10","QS-11_10 uM_24 h","A375"
"1194","CPC007_VCAP_24H:B04","BRD-K84855138_10 uM_24 h","VCAP"
"1195","CPC004_HA1E_6H:BRD-K36737713-001-01-6:10","AG-957_10 uM_6 h","HA1E"
"1196","CPC005_A549_6H:BRD-K04210847-001-01-1:10","tamoxifen_10 uM_6 h","A549"
"1197","CPC011_A375_6H:BRD-K21806131-050-02-5:10","tegaserod_10 uM_6 h","A375"
"1198","CPC005_A375_24H:BRD-K13725475-001-02-4:10","rhodomyrtoxin_10 uM_24 h","A375"
"1199","CPC005_A375_24H:BRD-A47513740-001-02-5:10","calyculin_10 uM_24 h","A375"
"1200","CPC007_A549_24H:BRD-K37940862-004-03-4:10","BRD-K37940862_10 uM_24 h","A549"
"1201","CPC010_HEPG2_6H:BRD-K36772364-001-06-4:10","BRD-K36772364_10 uM_6 h","HEPG2"
"1202","CPC019_HA1E_6H:BRD-K91145395-001-02-7:10","prostratin_10 uM_6 h","HA1E"
"1203","CPC017_HEPG2_6H:BRD-K23478508-001-03-7:10","digoxin_10 uM_6 h","HEPG2"
"1204","CPC006_PC3_6H:BRD-K28296557-005-14-6:10","BRD-K28296557_10 uM_6 h","PC3"
"1205","CPC006_PC3_6H:BRD-A15079084-001-02-9:10","BRD-A15079084_10 uM_6 h","PC3"
"1206","CPC012_ASC_24H:BRD-K19624190-001-01-9:10","BRD-K19624190_10 uM_24 h","ASC"
"1207","CPC004_VCAP_6H:BRD-K98490050-001-01-8:10","amsacrine_10 uM_6 h","VCAP"
"1208","CPC006_HT29_24H:BRD-K64642496-001-01-6:40","KO-143_40 uM_24 h","HT29"
"1209","CPC006_MCF7_24H:D23","tretinoin_40 uM_24 h","MCF7"
"1210","CPC006_HCC515_24H:G14","auranofin_10 uM_24 h","HCC515"
"1211","CPC013_PC3_6H:BRD-K15592317-001-01-0:10","CP-466722_10 uM_6 h","PC3"
"1212","CPC004_PC3_6H:BRD-K39120595-304-03-9:10","bithionol_10 uM_6 h","PC3"
"1213","CPC010_HT29_6H:BRD-K28916077-001-04-0:10","BRD-K28916077_10 uM_6 h","HT29"
"1214","CPC008_HT29_6H:BRD-K92158425-001-01-5:10","BRD-K92158425_10 uM_6 h","HT29"
"1215","CPC001_PC3_24H:M24","cyclosporin-a_10 uM_24 h","PC3"
"1216","CPC010_PC3_24H:BRD-K73951926-001-03-6:10","BRD-K73951926_10 uM_24 h","PC3"
"1217","CPC001_VCAP_24H:I03","spironolactone_10 uM_24 h","VCAP"
"1218","CPC013_MCF7_24H:BRD-K93215584-001-01-9:10","BRD-K93215584_10 uM_24 h","MCF7"
"1219","CPC013_MCF7_24H:BRD-K89843224-001-01-0:10","BRD-K89843224_10 uM_24 h","MCF7"
"1220","CPC014_ASC_24H:BRD-A20697603-001-06-4:10","thiostrepton_10 uM_24 h","ASC"
"1221","CPC016_ASC_24H:BRD-K38477985-001-01-8:10","malonoben_10 uM_24 h","ASC"
"1222","CPC001_HA1E_24H:BRD-A96485169-001-05-1:10","EBPC_10 uM_24 h","HA1E"
"1223","CPC007_HA1E_24H:BRD-K95196255-001-09-0:10","BRD-K95196255_10 uM_24 h","HA1E"
"1224","CPC006_HCC515_6H:G02","methylene-blue_10 uM_6 h","HCC515"
"1225","CPC006_HCC515_6H:H21","MLN-4924_12 uM_6 h","HCC515"
"1226","CPC020_HA1E_6H:BRD-K60895275-001-06-0:10","BRD-K60895275_10 uM_6 h","HA1E"
"1227","CPC006_PC3_6H:BRD-M86331534-373-01-5:10","pyrvinium-pamoate_10 uM_6 h","PC3"
"1228","CPC014_PC3_6H:BRD-A98283014-003-07-7:10","calmidazolium_10 uM_6 h","PC3"
"1229","CPC006_VCAP_6H:BRD-K08417745-001-02-9:88.8","SID-26681509_90 uM_6 h","VCAP"
"1230","CPC019_A375_6H:BRD-A47832959-001-06-6:10","BRD-A47832959_10 uM_6 h","A375"
"1231","CPC006_HT29_24H:BRD-K01868942-001-02-1:160","RS-23597-190_150 uM_24 h","HT29"
"1232","CPC006_HT29_24H:BRD-K86574132-001-04-9:48","BRD-K86574132_50 uM_24 h","HT29"
"1233","CPC020_PC3_6H:BRD-K62300190-003-05-9:10","BRD-K62300190_10 uM_6 h","PC3"
"1234","CPC008_PC3_6H:BRD-K00910650-001-01-6:10","BRD-K00910650_10 uM_6 h","PC3"
"1235","CPC005_PC3_24H:BRD-A07000685-001-03-6:10","hydrocortisone-hemisuccinate_10 uM_24 h","PC3"
"1236","CPC012_A375_6H:H14","VU-0418933-1_10 uM_6 h","A375"
"1237","CPC013_HT29_6H:H04","cytochalasin-d_10 uM_6 h","HT29"
"1238","CPC020_VCAP_6H:BRD-K71799949-001-28-1:10","carbamazepine_10 uM_6 h","VCAP"
"1239","CPC006_A375_6H:O20","BIBR-1532_80 uM_6 h","A375"
"1240","CPC006_A375_24H:BRD-K06593056-001-02-2:20","LE-135_20 uM_24 h","A375"
"1241","CPC006_VCAP_24H:BRD-K83213911-001-02-8:80","PF-750_80 uM_24 h","VCAP"
"1242","CPC017_MCF7_24H:BRD-K67298865-001-03-3:10","SB-431542_10 uM_24 h","MCF7"
"1243","CPC011_VCAP_24H:BRD-A42759514-001-15-5:10","ornidazole_10 uM_24 h","VCAP"
"1244","CPC013_MCF7_24H:BRD-K82685933-001-02-2:10","BRD-K82685933_10 uM_24 h","MCF7"
"1245","CPC006_HCC515_24H:M03","L-690330_10 uM_24 h","HCC515"
"1246","CPC007_HA1E_6H:BRD-K18953385-001-07-5:10","BRD-K18953385_10 uM_6 h","HA1E"
"1247","CPC009_HA1E_6H:BRD-A75301702-001-01-8:10","BRD-A75301702_10 uM_6 h","HA1E"
"1248","CPC007_HT29_24H:BRD-K83213280-001-07-0:10","BRD-K83213280_10 uM_24 h","HT29"
"1249","CPC009_HEPG2_6H:BRD-A16820783-001-06-0:10","BRD-A16820783_10 uM_6 h","HEPG2"
"1250","CPC009_HEPG2_6H:BRD-K95138506-019-01-8:10","BRD-K95138506_10 uM_6 h","HEPG2"
"1251","CPC004_HCC515_24H:BRD-A49160188-003-04-4:10","donepezil_10 uM_24 h","HCC515"
"1252","CPC004_HCC515_24H:BRD-K09631521-001-05-7:10","thiotepa_10 uM_24 h","HCC515"
"1253","CPC014_HEPG2_6H:BRD-K04923131-001-06-3:10","BRD-K04923131_10 uM_6 h","HEPG2"
"1254","CPC019_HEPG2_6H:BRD-K44136596-001-02-1:10","HTS-12264SC_10 uM_6 h","HEPG2"
"1255","CPC013_HCC515_6H:BRD-K53592093-001-01-3:10","BRD-K53592093_10 uM_6 h","HCC515"
"1256","CPC006_VCAP_6H:BRD-K15025317-001-05-2:10","BAY-11-7082_10 uM_6 h","VCAP"
"1257","CPC019_A375_6H:BRD-K31706415-001-01-7:10","BRD-K31706415_10 uM_6 h","A375"
"1258","CPC018_HT29_6H:BRD-K63606607-001-01-8:10","bufalin_10 uM_6 h","HT29"
"1259","CPC013_PC3_6H:BRD-K09854848-001-01-0:10","MD-II-008-P_10 uM_6 h","PC3"
"1260","CPC006_HT29_6H:N07","emetine_0.66 uM_6 h","HT29"
"1261","CPC012_A375_6H:I08","BRD-K56196992_10 uM_6 h","A375"
"1262","CPC018_HT29_6H:BRD-K12244279-001-02-5:10","BRD-K12244279_10 uM_6 h","HT29"
"1263","CPC006_A375_6H:H16","ZM-336372_100 uM_6 h","A375"
"1264","CPC006_A375_6H:L09","kinetin-riboside_10 uM_6 h","A375"
"1265","CPC001_VCAP_6H:F23","bucladesine_10 uM_6 h","VCAP"
"1266","CPC006_MCF7_24H:K21","calpeptin_10 uM_24 h","MCF7"
"1267","CPC001_VCAP_24H:O14","leflunomide_10 uM_24 h","VCAP"
"1268","CPC012_VCAP_24H:BRD-K11883928-001-01-8:10","BRD-K11883928_10 uM_24 h","VCAP"
"1269","CPC013_MCF7_24H:BRD-K67808578-001-01-1:10","BRD-K67808578_10 uM_24 h","MCF7"
"1270","CPC014_VCAP_24H:BRD-K62012036-001-06-0:10","acitretin_10 uM_24 h","VCAP"
"1271","CPC013_A375_6H:BRD-K30545681-001-01-7:10","ST-4070169_10 uM_6 h","A375"
"1272","CPC014_NPC_24H:BRD-U44618005-000-01-5:10","WH-4023_10 uM_24 h","NPC"
"1273","CPC016_SKB_24H:BRD-K45401373-001-04-3:10","betulinic-acid_10 uM_24 h","SKB"
"1274","CPC002_VCAP_6H:BRD-K50018155-003-01-3:10","RS-67506_10 uM_6 h","VCAP"
"1275","CPC001_HA1E_24H:BRD-K59469039-001-03-1:10","AG-879_10 uM_24 h","HA1E"
"1276","CPC002_VCAP_24H:BRD-K91509126-001-04-6:10","piceatannol_10 uM_24 h","VCAP"
"1277","CPC007_HA1E_24H:BRD-K05402890-001-09-2:10","BRD-K05402890_10 uM_24 h","HA1E"
"1278","CPC019_HA1E_6H:BRD-K49553303-001-01-8:10","BRD-K49553303_10 uM_6 h","HA1E"
"1279","CPC008_HEPG2_6H:BRD-K63308290-019-01-5:10","BRD-K63308290_10 uM_6 h","HEPG2"
"1280","CPC006_HCC515_6H:O10","PAC-1_10 uM_6 h","HCC515"
"1281","CPC009_HEPG2_6H:BRD-K79222491-001-01-5:10","BRD-K79222491_10 uM_6 h","HEPG2"
"1282","CPC009_HEPG2_6H:BRD-K37127624-001-07-4:10","BRD-K37127624_10 uM_6 h","HEPG2"
"1283","CPC009_HCC515_6H:BRD-K45205755-001-01-2:10","BRD-K45205755_10 uM_6 h","HCC515"
"1284","CPC014_HEPG2_6H:BRD-K50387473-001-01-1:10","XMD-892_10 uM_6 h","HEPG2"
"1285","CPC017_HEPG2_6H:BRD-K51276371-001-02-6:10","aloisine_10 uM_6 h","HEPG2"
"1286","CPC017_HEPG2_6H:BRD-A94756469-001-03-9:10","digoxin_10 uM_6 h","HEPG2"
"1287","CPC006_PC3_6H:BRD-K09499853-305-01-1:10","KU-0060648_10 uM_6 h","PC3"
"1288","CPC004_PC3_6H:BRD-K80431395-001-02-4:10","triciribine_10 uM_6 h","PC3"
"1289","CPC006_A549_6H:BRD-K73789395-001-06-5:102.71","ZM-336372_100 uM_6 h","A549"
"1290","CPC012_PC3_6H:BRD-K56653679-001-01-2:10","MD-041_10 uM_6 h","PC3"
"1291","CPC012_MCF7_24H:BRD-K62169556-001-01-9:10","BRD-K62169556_10 uM_24 h","MCF7"
