,sig_id,conditionId,cell_iname
981,CPC006_HCC515_6H:P06,10-DEBC_25 uM_6 h,HCC515
982,CPC020_HA1E_6H:BRD-A75144621-001-02-8:10,digoxin_10 uM_6 h,HA1E
983,CPC009_HEPG2_6H:BRD-K49577446-001-09-8:10,flunisolide_10 uM_6 h,HEPG2
984,CPC002_HCC515_24H:BRD-K49577446-001-03-1:10,flunisolide_10 uM_24 h,HCC515
985,CPC011_A549_24H:BRD-K94649603-001-08-0:10,taxifolin_10 uM_24 h,A549
986,CPC005_PC3_6H:BRD-K84895041-001-01-6:10,BMY-45778_10 uM_6 h,PC3
987,CPC006_VCAP_6H:BRD-K05649647-001-03-7:20,BRD-K05649647_20 uM_6 h,VCAP
988,CPC012_ASC_24H:BRD-K07403598-001-01-0:10,CAY-10470_10 uM_24 h,ASC
989,CPC012_ASC_24H:BRD-K44432556-001-01-4:10,VU-0418946-1_10 uM_24 h,ASC
990,CPC015_ASC_24H:BRD-K28168037-001-01-3:10,fenretinide_10 uM_24 h,ASC
991,CPC004_VCAP_6H:BRD-A22032524-074-04-0:10,amlodipine_10 uM_6 h,VCAP
992,CPC007_MCF7_6H:BRD-A93942655-001-02-2:10,BRD-A93942655_10 uM_6 h,MCF7
993,CPC013_PC3_6H:BRD-K24346336-001-01-7:10,BRD-K24346336_10 uM_6 h,PC3
994,CPC005_MCF7_24H:BRD-K04210847-001-01-1:10,tamoxifen_10 uM_24 h,MCF7
995,CPC009_PC3_24H:BRD-K56593336-001-05-6:10,BRD-K56593336_10 uM_24 h,PC3
996,CPC013_MCF7_24H:BRD-K51967704-001-01-0:10,BIIB-021_10 uM_24 h,MCF7
997,CPC002_HA1E_6H:BRD-A51393488-003-01-9:10,noscapine_10 uM_6 h,HA1E
998,CPC007_A549_6H:BRD-K34452916-001-06-8:10,FU-JMBII127B_10 uM_6 h,A549
999,CPC016_SKB_24H:BRD-K36737713-001-01-6:10,AG-957_10 uM_24 h,SKB
1000,CPC004_HA1E_24H:BRD-K18194590-065-05-6:10,mephentermine_10 uM_24 h,HA1E
1001,CPC013_HEPG2_6H:BRD-K15600710-066-01-7:10,obatoclax_10 uM_6 h,HEPG2
1002,CPC014_A549_6H:BRD-U51951544-000-01-8:10,ZG-10_10 uM_6 h,A549
1003,CPC014_HA1E_6H:BRD-A06929388-001-01-1:10,CVF-SUMO-13_10 uM_6 h,HA1E
1004,CPC009_HCC515_6H:BRD-K14939371-019-01-9:10,BRD-K14939371_10 uM_6 h,HCC515
1005,CPC003_HCC515_24H:BRD-K21565985-001-15-9:10,xylazine_10 uM_24 h,HCC515
1006,CPC003_HCC515_24H:BRD-K36198571-001-01-2:10,WAY-170523_10 uM_24 h,HCC515
1007,CPC014_HEPG2_6H:BRD-K23192422-001-01-1:10,lestaurtinib_10 uM_6 h,HEPG2
1008,CPC016_A549_24H:BRD-A22783572-065-01-3:10,vinblastine_10 uM_24 h,A549
1009,CPC008_PC3_6H:BRD-K62578746-001-01-2:10,BRD-K62578746_10 uM_6 h,PC3
1010,CPC008_PC3_6H:BRD-K14749055-001-01-3:10,BRD-K14749055_10 uM_6 h,PC3
1011,CPC004_PC3_24H:BRD-K33308633-001-01-6:10,INCA-6_10 uM_24 h,PC3
1012,CPC007_MCF7_24H:BRD-K19117583-001-05-0:10,BRD-K19117583_10 uM_24 h,MCF7
1013,CPC001_VCAP_24H:F21,KN-62_10 uM_24 h,VCAP
1014,CPC013_MCF7_24H:BRD-K99616396-316-01-2:10,motesanib_10 uM_24 h,MCF7
1015,CPC009_HA1E_6H:BRD-K82732294-001-05-8:10,BRD-K82732294_10 uM_6 h,HA1E
1016,CPC005_HA1E_24H:BRD-K49448285-001-01-3:10,BRD-K49448285_10 uM_24 h,HA1E
1017,CPC007_HA1E_24H:BRD-K63770300-019-02-2:10,BRD-K63770300_10 uM_24 h,HA1E
1018,CPC017_A549_6H:BRD-K40919711-001-02-4:10,BAPTA-AM_10 uM_6 h,A549
1019,CPC006_HA1E_24H:P19,BMS-536924_12 uM_24 h,HA1E
1020,CPC014_HEPG2_6H:BRD-A74904029-001-05-7:10,EI-231_10 uM_6 h,HEPG2
1021,CPC014_HCC515_6H:BRD-K83794624-001-01-7:10,pirarubicin_10 uM_6 h,HCC515
1022,CPC007_MCF7_24H:BRD-A43126523-001-06-4:10,BRD-A43126523_10 uM_24 h,MCF7
1023,CPC012_MCF7_24H:BRD-K01614657-001-01-6:10,BRD-K01614657_10 uM_24 h,MCF7
1024,CPC016_MCF7_24H:BRD-K78844995-001-01-8:10,BRD-K78844995_10 uM_24 h,MCF7
1025,CPC013_MCF7_6H:BRD-K49810818-001-01-0:10,sorafenib_10 uM_6 h,MCF7
1026,CPC013_VCAP_24H:BRD-K93578426-001-01-2:10,BRD-K93578426_10 uM_24 h,VCAP
1027,CPC013_PC3_6H:BRD-A25416824-001-01-8:10,BRD-A25416824_10 uM_6 h,PC3
1028,CPC006_MCF7_6H:BRD-K28907958-001-02-7:11.1,CD-437_12 uM_6 h,MCF7
1029,CPC007_MCF7_24H:BRD-K05153001-001-05-5:10,BRD-K05153001_10 uM_24 h,MCF7
1030,CPC006_MCF7_24H:O10,PAC-1_10 uM_24 h,MCF7
1031,CPC014_PC3_24H:BRD-U01690642-000-01-4:10,BRD-U01690642_10 uM_24 h,PC3
1032,CPC001_VCAP_24H:I01,AG-592_10 uM_24 h,VCAP
1033,CPC012_VCAP_24H:BRD-K55630727-001-01-3:10,BRD-K55630727_10 uM_24 h,VCAP
1034,CPC004_HA1E_6H:BRD-K49945136-001-03-5:10,GR-113808_10 uM_6 h,HA1E
1035,CPC007_HA1E_6H:BRD-K73304092-001-05-1:10,BRD-K73304092_10 uM_6 h,HA1E
1036,CPC019_MCF7_6H:BRD-K77480336-001-02-8:10,BRD-K77480336_10 uM_6 h,MCF7
1037,CPC002_VCAP_24H:BRD-K93201660-001-03-2:10,ML-7_10 uM_24 h,VCAP
1038,CPC010_HEPG2_6H:BRD-K78385490-019-02-2:10,BRD-K78385490_10 uM_6 h,HEPG2
1039,CPC008_HEPG2_6H:BRD-K99530743-001-01-3:10,BRD-K99530743_10 uM_6 h,HEPG2
1040,CPC013_HEPG2_6H:BRD-K80786583-001-01-5:10,BRD-K80786583_10 uM_6 h,HEPG2
1041,CPC008_HCC515_6H:BRD-K44366801-001-04-1:10,BRD-K44366801_10 uM_6 h,HCC515
1042,CPC014_HCC515_6H:BRD-U29336476-000-01-3:10,BRD-U29336476_10 uM_6 h,HCC515
1043,CPC014_HCC515_6H:BRD-K38615104-001-06-8:10,A-443654_10 uM_6 h,HCC515
1044,CPC006_VCAP_6H:BRD-K54256913-001-01-2:10,MK-1775_10 uM_6 h,VCAP
1045,CPC017_ASC_24H:BRD-K95785537-001-09-0:10,PP-2_10 uM_24 h,ASC
1046,CPC007_PC3_6H:BRD-A06664848-001-07-5:10,BRD-A06664848_10 uM_6 h,PC3
1047,CPC007_MCF7_24H:BRD-K67941506-001-05-8:10,BRD-K67941506_10 uM_24 h,MCF7
1048,CPC006_HCC515_24H:G15,BRD-K26664453_10 uM_24 h,HCC515
1049,CPC019_MCF7_6H:BRD-K82524003-001-02-8:10,BRD-K82524003_10 uM_6 h,MCF7
1050,CPC002_VCAP_24H:BRD-K54330070-001-07-1:10,SB-202190_10 uM_24 h,VCAP
1051,CPC008_HEPG2_6H:BRD-K40329609-019-01-5:10,BRD-K40329609_10 uM_6 h,HEPG2
1052,CPC004_HCC515_6H:BRD-K47717570-304-01-5:10,NBQX_10 uM_6 h,HCC515
1053,CPC006_HA1E_24H:B16,DL-PDMP_60 uM_24 h,HA1E
1054,CPC012_HCC515_6H:BRD-K42308740-001-01-5:10,ST-056792_10 uM_6 h,HCC515
1055,CPC017_HEPG2_6H:BRD-K52850071-001-01-2:10,WHI-P154_10 uM_6 h,HEPG2
1056,CPC014_HCC515_6H:BRD-K83972459-001-01-9:10,JWE-035_10 uM_6 h,HCC515
1057,CPC013_ASC_24H:BRD-K64606589-001-01-9:10,apicidin_10 uM_24 h,ASC
1058,CPC013_ASC_24H:BRD-A06909528-001-01-4:10,BRD-A06909528_10 uM_24 h,ASC
1059,CPC015_ASC_24H:BRD-A25143711-001-01-4:10,hydrocortisone-valerate_10 uM_24 h,ASC
1060,CPC004_VCAP_6H:BRD-K78485176-001-03-7:10,olmesartan-medoxomil_10 uM_6 h,VCAP
1061,CPC010_MCF7_24H:BRD-K78388870-001-13-1:10,BRD-K78388870_10 uM_24 h,MCF7
1062,CPC013_PC3_6H:BRD-K25884242-001-01-9:10,BRD-K25884242_10 uM_6 h,PC3
1063,CPC006_MCF7_6H:BRD-K05649647-001-03-7:20,BRD-K05649647_20 uM_6 h,MCF7
1064,CPC009_PC3_6H:G19,BRD-K03829970_10 uM_6 h,PC3
1065,CPC019_MCF7_24H:BRD-K31856043-001-01-0:10,BRD-K31856043_10 uM_24 h,MCF7
1066,CPC005_A549_6H:BRD-K52512893-001-03-0:10,SC-19220_10 uM_6 h,A549
1067,CPC014_NPC_24H:BRD-K83837640-001-01-4:10,JNJ-26481585_10 uM_24 h,NPC
1068,CPC009_HA1E_6H:BRD-K94390040-019-01-9:10,BRD-K94390040_10 uM_6 h,HA1E
1069,CPC002_VCAP_24H:BRD-K20655524-003-07-0:10,mefexamide_10 uM_24 h,VCAP
1070,CPC006_A549_24H:BRD-A67788537-001-01-7:120,salermide_125 uM_24 h,A549
1071,CPC007_A549_24H:BRD-K32862555-001-04-1:10,BRD-K32862555_10 uM_24 h,A549
1072,CPC018_A549_6H:BRD-K84595254-001-03-0:10,strophanthidin_10 uM_6 h,A549
1073,CPC008_HCC515_6H:BRD-K57044355-001-01-4:10,BRD-K57044355_10 uM_6 h,HCC515
1074,CPC004_HCC515_24H:BRD-K62200014-003-05-5:10,anagrelide_10 uM_24 h,HCC515
1075,CPC011_A549_24H:BRD-K60038276-001-05-8:10,irbesartan_10 uM_24 h,A549
1076,CPC013_ASC_24H:BRD-A09984573-001-01-8:10,BRD-A09984573_10 uM_24 h,ASC
1077,CPC013_ASC_24H:BRD-K48950795-001-01-2:10,BRD-K48950795_10 uM_24 h,ASC
1078,CPC004_MCF7_6H:BRD-K31542390-001-01-5:10,BRD-K31542390_10 uM_6 h,MCF7
1079,CPC009_PC3_6H:G14,BRD-A11087911_10 uM_6 h,PC3
1080,CPC006_PC3_24H:I05,ingenol_10 uM_24 h,PC3
1081,CPC006_HCC515_24H:L02,TW-37_10 uM_24 h,HCC515
1082,CPC014_NPC_24H:BRD-K13087974-001-01-7:10,CGP-52411_10 uM_24 h,NPC
1083,CPC002_HA1E_24H:BRD-K18787491-001-05-2:10,U-0126_10 uM_24 h,HA1E
1084,CPC013_HA1E_6H:BRD-A64811980-001-01-2:10,NK42-I-109-1_10 uM_6 h,HA1E
1085,CPC009_HEPG2_6H:BRD-K18724229-019-01-5:10,BRD-K18724229_10 uM_6 h,HEPG2
1086,CPC004_HCC515_24H:BRD-K19136521-001-03-0:10,BRD-K19136521_10 uM_24 h,HCC515
1087,CPC018_HEPG2_6H:BRD-K03440695-001-02-6:10,boldine_10 uM_6 h,HEPG2
1088,CPC014_HCC515_6H:BRD-A11702965-001-01-6:10,chromomycin-a3_10 uM_6 h,HCC515
1089,CPC013_PC3_6H:BRD-K35638681-001-01-5:10,BRD-K35638681_10 uM_6 h,PC3
1090,CPC006_VCAP_6H:BRD-K67868012-003-01-5:11.1,PI-103_12 uM_6 h,VCAP
1091,CPC013_ASC_24H:BRD-U82589721-000-01-4:10,HG-5-113-01_10 uM_24 h,ASC
1092,CPC005_MCF7_6H:G06,indirubin_10 uM_6 h,MCF7
1093,CPC012_MCF7_24H:BRD-K05542495-001-01-1:10,BRD-K05542495_10 uM_24 h,MCF7
1094,CPC012_MCF7_6H:BRD-K26863634-001-02-6:10,BIX-01338_10 uM_6 h,MCF7
1095,CPC019_PC3_24H:E19,BRD-K76691125_10 uM_24 h,PC3
1096,CPC007_MCF7_24H:BRD-K87657228-001-04-6:10,BRD-K87657228_10 uM_24 h,MCF7
1097,CPC017_MCF7_24H:BRD-K53878242-001-02-4:10,MMPX_10 uM_24 h,MCF7
1098,CPC014_MCF7_6H:K04,BRD-A26595446_10 uM_6 h,MCF7
1099,CPC012_VCAP_24H:BRD-A61858259-001-01-0:10,CAY-10415_10 uM_24 h,VCAP
1100,CPC018_ASC_24H:BRD-K09602097-001-04-5:10,forskolin_10 uM_24 h,ASC
1101,CPC018_MCF7_6H:BRD-A71459254-001-02-8:10,cymarin_10 uM_6 h,MCF7
1102,CPC019_MCF7_6H:BRD-K43226598-001-01-1:10,BRD-K43226598_10 uM_6 h,MCF7
1103,CPC004_VCAP_6H:BRD-A18917088-001-03-1:10,estradiol_10 uM_6 h,VCAP
1104,CPC003_HA1E_24H:BRD-K09416995-001-21-7:10,lovastatin_10 uM_24 h,HA1E
1105,CPC002_HCC515_6H:BRD-K97810537-001-03-7:10,beclomethasone-dipropionate_10 uM_6 h,HCC515
1106,CPC010_HCC515_6H:BRD-K78385490-019-02-2:10,BRD-K78385490_10 uM_6 h,HCC515
1107,CPC010_HCC515_6H:BRD-A68065211-001-08-7:10,BRD-A68065211_10 uM_6 h,HCC515
1108,CPC017_A549_6H:BRD-A93424738-001-03-0:10,dexamethasone-acetate_10 uM_6 h,A549
1109,CPC001_HCC515_24H:BRD-K34533029-001-01-0:10,BRD-K34533029_10 uM_24 h,HCC515
1110,CPC008_PC3_6H:BRD-K10846167-001-01-6:10,BRD-K10846167_10 uM_6 h,PC3
1111,CPC012_ASC_24H:BRD-K70891562-001-01-0:10,BRD-K70891562_10 uM_24 h,ASC
1112,CPC011_VCAP_24H:BRD-A67552655-001-04-7:10,etomoxir_10 uM_24 h,VCAP
1113,CPC013_PC3_6H:BRD-K94493764-001-01-3:10,BRD-K94493764_10 uM_6 h,PC3
1114,CPC008_PC3_6H:BRD-K64058329-001-04-2:10,BRD-K64058329_10 uM_6 h,PC3
1115,CPC013_PC3_24H:BRD-K82395301-001-01-4:10,ST-4066738_10 uM_24 h,PC3
1116,CPC001_VCAP_6H:J07,aminomethyltransferase_10 uM_6 h,VCAP
1117,CPC006_HCC515_24H:A23,sonidegib_10 uM_24 h,HCC515
1118,CPC014_PC3_6H:BRD-K81142122-001-15-8:10,STK-249718_10 uM_6 h,PC3
1119,CPC004_HA1E_6H:BRD-K98490050-001-01-8:10,amsacrine_10 uM_6 h,HA1E
1120,CPC007_HA1E_6H:BRD-K05153001-001-05-5:10,BRD-K05153001_10 uM_6 h,HA1E
1121,CPC016_SKB_24H:BRD-K84709232-001-02-6:10,caffeic-acid_10 uM_24 h,SKB
1122,CPC001_HA1E_24H:BRD-A22783572-065-01-3:10,vinblastine_10 uM_24 h,HA1E
1123,CPC001_HA1E_24H:BRD-K94441233-001-03-1:10,mevastatin_10 uM_24 h,HA1E
1124,CPC001_HA1E_24H:BRD-K24201553-003-02-4:10,SB-269970_10 uM_24 h,HA1E
1125,CPC001_HA1E_24H:BRD-K81209512-001-01-3:10,AG-494_10 uM_24 h,HA1E
1126,CPC010_HEPG2_6H:BRD-K32656671-001-06-1:10,BRD-K32656671_10 uM_6 h,HEPG2
1127,CPC008_HEPG2_6H:BRD-K10361096-001-04-6:10,BRD-K10361096_10 uM_6 h,HEPG2
1128,CPC013_HEPG2_6H:BRD-K63350243-001-01-3:10,BRD-K63350243_10 uM_6 h,HEPG2
1129,CPC013_HEPG2_6H:BRD-K48950795-001-01-2:10,BRD-K48950795_10 uM_6 h,HEPG2
1130,CPC012_A549_6H:BRD-K61717269-001-01-4:10,BRD-K61717269_10 uM_6 h,A549
1131,CPC003_HCC515_24H:BRD-K97309399-001-05-2:10,thiothixene_10 uM_24 h,HCC515
1132,CPC004_HCC515_24H:BRD-K10995081-001-15-4:10,perphenazine_10 uM_24 h,HCC515
1133,CPC016_HEPG2_6H:BRD-K91370081-001-10-3:10,anisomycin_10 uM_6 h,HEPG2
1134,CPC014_HCC515_6H:BRD-K19499941-001-05-9:10,BRD-K19499941_10 uM_6 h,HCC515
1135,CPC003_PC3_6H:BRD-K35708212-331-03-1:10,ouabain_10 uM_6 h,PC3
1136,CPC003_PC3_6H:BRD-K92093830-003-05-0:10,doxorubicin_10 uM_6 h,PC3
1137,CPC006_A549_6H:BRD-K43620258-001-01-6:80,CHEMBL-399379_80 uM_6 h,A549
1138,CPC012_ASC_24H:BRD-K51791390-001-01-3:10,BRD-K51791390_10 uM_24 h,ASC
1139,CPC012_MCF7_24H:BRD-K00816165-001-01-3:10,BRD-K00816165_10 uM_24 h,MCF7
1140,CPC006_MCF7_6H:BRD-K67075780-001-03-7:160,TGX-115_150 uM_6 h,MCF7
1141,CPC001_PC3_24H:I07,mammea-a_10 uM_24 h,PC3
1142,CPC010_VCAP_6H:BRD-K92317137-001-08-1:10,BRD-K92317137_10 uM_6 h,VCAP
1143,CPC019_MCF7_24H:BRD-K45232279-001-01-3:10,BRD-K45232279_10 uM_24 h,MCF7
1144,CPC007_VCAP_24H:E15,BRD-K88198340_10 uM_24 h,VCAP
1145,CPC006_HCC515_24H:A07,BRD-K86574132_50 uM_24 h,HCC515
1146,CPC012_PHH_24H:BRD-K95253417-001-01-1:10,BRD-K95253417_10 uM_24 h,PHH
1147,CPC016_SKB_24H:BRD-K15164005-001-02-3:10,BRD-K15164005_10 uM_24 h,SKB
1148,CPC010_MCF7_6H:BRD-K04993501-002-01-7:10,cefixime_10 uM_6 h,MCF7
1149,CPC017_A375_6H:BRD-K59469039-001-03-1:10,AG-879_10 uM_6 h,A375
1150,CPC001_HA1E_24H:BRD-A23723433-001-01-2:10,paclitaxel_10 uM_24 h,HA1E
1151,CPC007_HA1E_24H:BRD-K18595892-001-09-6:10,BRD-K18595892_10 uM_24 h,HA1E
1152,CPC007_HA1E_24H:BRD-K32644160-001-16-4:10,BRD-K32644160_10 uM_24 h,HA1E
1153,CPC012_A549_6H:BRD-K78603557-001-01-8:10,BRD-K78603557_10 uM_6 h,A549
1154,CPC017_A549_6H:BRD-K89997465-001-05-3:10,BRD-K89997465_10 uM_6 h,A549
1155,CPC017_A549_6H:BRD-K19525698-003-01-1:10,ozagrel_10 uM_6 h,A549
1156,CPC008_HCC515_6H:BRD-K52163391-001-05-4:10,BRD-K52163391_10 uM_6 h,HCC515
1157,CPC012_HCC515_6H:BRD-A63583287-001-01-8:10,SA-1447005_10 uM_6 h,HCC515
1158,CPC001_HCC515_24H:BRD-K96362535-001-02-4:10,tubaic-acid_10 uM_24 h,HCC515
1159,CPC014_PC3_6H:BRD-K85493820-001-01-6:10,KM-00927_10 uM_6 h,PC3
1160,CPC012_ASC_24H:BRD-K97701319-001-01-6:10,BRD-K97701319_10 uM_24 h,ASC
1161,CPC015_NPC_24H:BRD-A43882281-001-11-4:10,pinacidil_10 uM_24 h,NPC
1162,CPC001_PC3_6H:BRD-K11927976-050-01-1:10,ER-27319_10 uM_6 h,PC3
1163,CPC006_HA1E_6H:BRD-K30677119-001-01-0:11.1,PP-30_12 uM_6 h,HA1E
1164,CPC006_PC3_24H:D22,SID-26681509_90 uM_24 h,PC3
1165,CPC014_PC3_24H:BRD-K23192422-001-01-1:10,lestaurtinib_10 uM_24 h,PC3
1166,CPC009_PC3_24H:BRD-K70871370-001-03-0:10,KU-C104226_10 uM_24 h,PC3
1167,CPC014_VCAP_24H:BRD-K36529613-001-01-8:10,PU-H71_10 uM_24 h,VCAP
1168,CPC002_HA1E_6H:BRD-K26548821-001-01-8:10,BRD-K26548821_10 uM_6 h,HA1E
1169,CPC018_ASC_24H:BRD-K46469693-001-01-8:10,SCH-442416_10 uM_24 h,ASC
1170,CPC006_PC3_24H:C07,ixazomib_10 uM_24 h,PC3
1171,CPC014_A549_6H:BRD-U29336476-000-01-3:10,BRD-U29336476_10 uM_6 h,A549
1172,CPC009_HCC515_6H:BRD-K18724229-019-01-5:10,BRD-K18724229_10 uM_6 h,HCC515
1173,CPC002_HCC515_24H:BRD-K93258693-001-05-8:10,GW-9662_10 uM_24 h,HCC515
1174,CPC002_HCC515_24H:BRD-K78294846-001-02-5:10,osthol_10 uM_24 h,HCC515
1175,CPC008_PC3_24H:BRD-K75999307-001-05-7:10,BRD-K75999307_10 uM_24 h,PC3
1176,CPC020_MCF7_6H:BRD-A75144621-001-02-8:10,digoxin_10 uM_6 h,MCF7
1177,CPC002_VCAP_6H:BRD-K52620403-015-02-6:10,STO-609_10 uM_6 h,VCAP
1178,CPC012_MCF7_24H:BRD-K82971429-001-01-9:10,BRD-K82971429_10 uM_24 h,MCF7
1179,CPC008_PC3_24H:BRD-A93975555-001-06-4:10,BRD-A93975555_10 uM_24 h,PC3
1180,CPC001_PC3_24H:P17,angiogenesis-inhibitor_10 uM_24 h,PC3
1181,CPC003_VCAP_6H:BRD-K19360254-001-01-3:10,ergocornine_10 uM_6 h,VCAP
1182,CPC008_VCAP_6H:BRD-K40329609-019-01-5:10,BRD-K40329609_10 uM_6 h,VCAP
1183,CPC001_HA1E_6H:BRD-A98378129-001-01-4:10,talniflumate_10 uM_6 h,HA1E
1184,CPC012_PHH_24H:BRD-K73155123-001-01-9:10,BRD-K73155123_10 uM_24 h,PHH
1185,CPC014_NPC_24H:BRD-U04166717-000-01-2:10,BRD-U04166717_10 uM_24 h,NPC
1186,CPC018_SKB_24H:BRD-K50388907-001-15-5:10,fenofibrate_10 uM_24 h,SKB
1187,CPC002_VCAP_24H:BRD-A35989968-001-03-4:10,megestrol-acetate_10 uM_24 h,VCAP
1188,CPC002_HCC515_6H:BRD-K47598052-001-06-7:10,PP-1_10 uM_6 h,HCC515
1189,CPC006_HCC515_6H:C06,AS-605240_10 uM_6 h,HCC515
1190,CPC007_MCF7_6H:BRD-K07790824-001-03-2:10,BRD-K07790824_10 uM_6 h,MCF7
1191,CPC006_HA1E_24H:D12,T-5345967_150 uM_24 h,HA1E
1192,CPC014_HEPG2_6H:BRD-A59145032-003-01-6:10,BRD-A59145032_10 uM_6 h,HEPG2
1193,CPC011_VCAP_24H:BRD-K33106058-001-12-7:10,cytarabine_10 uM_24 h,VCAP
1194,CPC016_A375_6H:BRD-K89930444-001-01-9:10,AG-592_10 uM_6 h,A375
1195,CPC006_MCF7_6H:BRD-K68336408-001-04-2:56.78,BRD-K68336408_60 uM_6 h,MCF7
1196,CPC009_PC3_6H:O03,BRD-K26211296_10 uM_6 h,PC3
1197,CPC019_VCAP_6H:BRD-K76042595-001-01-5:10,SA-424577_10 uM_6 h,VCAP
1198,CPC007_MCF7_24H:BRD-K99494806-001-05-7:10,JAS07-008_10 uM_24 h,MCF7
1199,CPC017_MCF7_24H:BRD-K08502430-001-01-0:10,angiogenesis-inhibitor_10 uM_24 h,MCF7
1200,CPC011_VCAP_24H:BRD-K60770992-066-21-9:10,pergolide_10 uM_24 h,VCAP
1201,CPC015_MCF7_24H:BRD-K10995081-001-15-4:10,perphenazine_10 uM_24 h,MCF7
1202,CPC008_VCAP_24H:BRD-K77547509-001-01-7:10,ML-179_10 uM_24 h,VCAP
1203,CPC006_HCC515_24H:G11,gossypol_12 uM_24 h,HCC515
1204,CPC012_SKB_24H:BRD-A59985574-003-01-9:10,topotecan_10 uM_24 h,SKB
1205,CPC019_MCF7_6H:BRD-K93285993-001-01-7:10,BRD-K93285993_10 uM_6 h,MCF7
1206,CPC009_A549_6H:BRD-K97534490-001-06-1:10,BRD-K97534490_10 uM_6 h,A549
1207,CPC002_HA1E_24H:BRD-K95992530-001-02-4:10,BRD-K95992530_10 uM_24 h,HA1E
1208,CPC002_HA1E_24H:BRD-K93658967-001-01-7:10,aloisine_10 uM_24 h,HA1E
1209,CPC007_A549_24H:BRD-K58214070-001-07-3:10,BRD-K58214070_10 uM_24 h,A549
1210,CPC010_HEPG2_6H:BRD-K30097969-001-04-6:10,pitavastatin_10 uM_6 h,HEPG2
1211,CPC010_HEPG2_6H:BRD-K31412180-001-05-6:10,BRD-K31412180_10 uM_6 h,HEPG2
1212,CPC019_HA1E_6H:BRD-K70748405-001-01-3:10,SA-103123_10 uM_6 h,HA1E
1213,CPC008_HEPG2_6H:BRD-K57238941-001-06-2:10,BRD-K57238941_10 uM_6 h,HEPG2
1214,CPC012_HA1E_6H:BRD-K58972465-001-01-2:10,BRD-K58972465_10 uM_6 h,HA1E
1215,CPC006_HEPG2_6H:BRD-K19216856-001-02-7:88.8,BRD-K19216856_90 uM_6 h,HEPG2
1216,CPC008_HCC515_6H:BRD-K49712247-001-04-3:10,BRD-K49712247_10 uM_6 h,HCC515
1217,CPC008_HCC515_6H:BRD-K05359840-001-05-3:10,BRD-K05359840_10 uM_6 h,HCC515
1218,CPC011_A549_24H:BRD-K97514127-045-02-0:10,vinorelbine_10 uM_24 h,A549
1219,CPC014_HCC515_6H:BRD-K46062088-001-01-4:10,ST-4062971_10 uM_6 h,HCC515
1220,CPC012_MCF7_24H:BRD-K37762845-001-01-4:10,BRD-K37762845_10 uM_24 h,MCF7
1221,CPC006_PC3_24H:D13,cerulenin_40 uM_24 h,PC3
1222,CPC001_VCAP_6H:D20,cimetidine_10 uM_6 h,VCAP
1223,CPC009_PC3_24H:BRD-K39829853-019-01-0:10,BRD-K39829853_10 uM_24 h,PC3
1224,CPC006_HCC515_24H:J23,tozasertib_10 uM_24 h,HCC515
1225,CPC009_HA1E_6H:BRD-K08463963-001-12-7:10,BRD-K08463963_10 uM_6 h,HA1E
1226,CPC010_MCF7_6H:BRD-K13605477-001-03-4:10,VU-0366968_10 uM_6 h,MCF7
1227,CPC003_HA1E_24H:BRD-K72895815-001-01-4:10,SSR-69071_10 uM_24 h,HA1E
1228,CPC006_A549_24H:BRD-K68185022-001-06-4:70.07,ursolic-acid_70 uM_24 h,A549
1229,CPC007_HA1E_24H:BRD-K91509126-001-16-0:10,piceatannol_10 uM_24 h,HA1E
1230,CPC013_HEPG2_6H:BRD-K18163752-001-01-9:10,BRD-K18163752_10 uM_6 h,HEPG2
1231,CPC020_HA1E_6H:BRD-K50234570-001-09-0:10,EMF-bca1-16_10 uM_6 h,HA1E
1232,CPC009_HEPG2_6H:BRD-K55070890-001-02-1:10,thiothixene_10 uM_6 h,HEPG2
1233,CPC006_HEPG2_6H:BRD-A13122391-001-01-9:0.08,triptolide_0.08 uM_6 h,HEPG2
1234,CPC008_HCC515_6H:BRD-K77681376-001-01-4:10,BRD-K77681376_10 uM_6 h,HCC515
1235,CPC001_HCC515_24H:BRD-K02590140-001-01-2:10,O-2050_10 uM_24 h,HCC515
1236,CPC012_PC3_6H:BRD-K37852224-001-01-4:10,BRD-K37852224_10 uM_6 h,PC3
1237,CPC007_PC3_24H:BRD-K83194053-001-07-7:10,BRD-K83194053_10 uM_24 h,PC3
1238,CPC017_MCF7_6H:BRD-K14618467-003-01-8:10,IKK-16_10 uM_6 h,MCF7
1239,CPC007_MCF7_6H:BRD-K78843060-019-02-0:10,BRD-K78843060_10 uM_6 h,MCF7
1240,CPC004_PC3_6H:BRD-K43068349-001-01-9:10,AMG-9810_10 uM_6 h,PC3
1241,CPC006_HA1E_6H:BRD-K41859756-001-01-9:10,NVP-AUY922_10 uM_6 h,HA1E
1242,CPC017_HT29_6H:BRD-K59469039-001-03-1:10,AG-879_10 uM_6 h,HT29
1243,CPC007_MCF7_24H:BRD-K26767475-001-05-4:10,BRD-K26767475_10 uM_24 h,MCF7
1244,CPC017_MCF7_24H:BRD-K62353524-001-01-8:10,DY-131_10 uM_24 h,MCF7
1245,CPC009_PC3_24H:BRD-K01834163-001-04-1:10,BRD-K01834163_10 uM_24 h,PC3
1246,CPC018_ASC_24H:BRD-K31843556-001-01-7:10,T-0070907_10 uM_24 h,ASC
1247,CPC010_HA1E_6H:BRD-K28916077-001-04-0:10,BRD-K28916077_10 uM_6 h,HA1E
