,sig_id,conditionId,cell_iname
284,CPC010_PC3_24H:BRD-K89839824-001-03-8:10,raltitrexed_10 uM_24 h,PC3
285,CPC008_HEPG2_6H:BRD-K53780220-001-01-0:10,BRD-K53780220_10 uM_6 h,HEPG2
286,CPC006_PC3_24H:D02,PNU-74654_80 uM_24 h,PC3
287,CPC001_VCAP_6H:I11,graveoline_10 uM_6 h,VCAP
288,CPC005_VCAP_24H:BRD-A73859745-236-01-8:10,BRD-A73859745_10 uM_24 h,VCAP
289,CPC001_PC3_6H:BRD-K29668683-300-01-4:10,BD-1063_10 uM_6 h,PC3
290,CPC004_HCC515_24H:BRD-K71103788-003-04-7:10,duloxetine_10 uM_24 h,HCC515
291,CPC015_ASC_24H:BRD-K98490050-001-01-8:10,amsacrine_10 uM_24 h,ASC
292,CPC009_VCAP_6H:BRD-K74501079-001-13-2:10,azithromycin_10 uM_6 h,VCAP
293,CPC018_HT29_6H:BRD-A62890442-001-01-0:10,3-methyl-GABA_10 uM_6 h,HT29
294,CPC019_MCF7_6H:BRD-K48803730-001-01-1:10,BRD-K48803730_10 uM_6 h,MCF7
295,CPC020_MCF7_6H:BRD-A80793822-001-01-4:10,pemoline_10 uM_6 h,MCF7
296,CPC007_A549_24H:BRD-K86693415-001-07-8:10,BRD-K86693415_10 uM_24 h,A549
297,CPC001_PC3_24H:O01,PD-166793_10 uM_24 h,PC3
298,CPC008_HEPG2_6H:BRD-K66884694-001-05-3:10,BRD-K66884694_10 uM_6 h,HEPG2
299,CPC003_HCC515_24H:BRD-K88625236-001-03-4:10,nonoxynol-9_10 uM_24 h,HCC515
300,CPC009_HA1E_6H:BRD-K14027855-019-01-8:10,BRD-K14027855_10 uM_6 h,HA1E
301,CPC013_A549_24H:BRD-K28115298-001-02-6:10,BRD-K28115298_10 uM_24 h,A549
302,CPC017_HEPG2_6H:BRD-K11911061-003-02-8:10,GR-127935_10 uM_6 h,HEPG2
303,CPC019_HCC515_6H:BRD-K96076993-001-01-7:10,SA-25547_10 uM_6 h,HCC515
304,CPC005_PC3_6H:BRD-K19554809-001-01-1:10,MK-212_10 uM_6 h,PC3
305,CPC006_A549_6H:BRD-K06593056-001-02-2:20,LE-135_20 uM_6 h,A549
306,CPC012_ASC_24H:BRD-K74761218-001-03-5:10,WT-171_10 uM_24 h,ASC
307,CPC002_PC3_24H:BRD-K34092021-001-02-3:10,arvanil_10 uM_24 h,PC3
308,CPC008_VCAP_6H:BRD-A11512624-001-04-6:10,BRD-A11512624_10 uM_6 h,VCAP
309,CPC015_MCF7_24H:BRD-A34205397-001-03-7:10,suloctidil_10 uM_24 h,MCF7
310,CPC003_HCC515_24H:BRD-K59331372-001-01-2:10,SB-366791_10 uM_24 h,HCC515
311,CPC006_A549_6H:BRD-K78513633-001-07-4:177.6,lonidamine_200 uM_6 h,A549
312,CPC009_HCC515_6H:BRD-K49094915-019-01-5:10,BRD-K49094915_10 uM_6 h,HCC515
313,CPC006_A549_6H:BRD-K66792149-001-01-8:11.1,quinoclamine_12 uM_6 h,A549
314,CPC004_VCAP_6H:BRD-K82036761-003-07-0:10,sertraline_10 uM_6 h,VCAP
315,CPC009_PC3_6H:P12,BRD-K83670234_10 uM_6 h,PC3
316,CPC011_VCAP_24H:BRD-K08547377-311-11-2:10,irinotecan_10 uM_24 h,VCAP
317,CPC018_SKB_24H:BRD-K35960502-001-10-1:10,niclosamide_10 uM_24 h,SKB
318,CPC002_VCAP_24H:BRD-A39415247-001-06-2:10,BRD-A39415247_10 uM_24 h,VCAP
319,CPC013_HCC515_6H:BRD-K19166598-001-01-9:10,BRD-K19166598_10 uM_6 h,HCC515
320,CPC015_MCF7_6H:I14,BRD-K25836724_10 uM_6 h,MCF7
321,CPC001_HA1E_24H:BRD-K14441456-001-01-2:10,BRD-K14441456_10 uM_24 h,HA1E
322,CPC002_HA1E_24H:BRD-A42649439-001-02-8:10,triciribine_10 uM_24 h,HA1E
323,CPC004_HA1E_24H:BRD-K37206356-001-02-1:10,rhamnetin_10 uM_24 h,HA1E
324,CPC003_HCC515_24H:BRD-K57179821-001-08-9:10,crotamiton_10 uM_24 h,HCC515
325,CPC012_PC3_6H:BRD-K32485462-001-01-9:10,BRD-K32485462_10 uM_6 h,PC3
326,CPC012_MCF7_24H:BRD-K65050353-001-01-3:10,BRD-K65050353_10 uM_24 h,MCF7
327,CPC006_HA1E_6H:BRD-K67075780-001-03-7:160,TGX-115_150 uM_6 h,HA1E
328,CPC006_PC3_24H:G06,KU-0063794_10 uM_24 h,PC3
329,CPC016_ASC_24H:BRD-K47598052-001-06-7:10,PP-1_10 uM_24 h,ASC
330,CPC006_HEPG2_6H:BRD-A79465854-001-01-3:10,auranofin_10 uM_6 h,HEPG2
331,CPC017_HEPG2_6H:BRD-K11927976-050-01-1:10,ER-27319_10 uM_6 h,HEPG2
332,CPC019_VCAP_6H:BRD-K67519589-001-01-1:10,BRD-K67519589_10 uM_6 h,VCAP
333,CPC009_PC3_24H:BRD-K14788918-019-01-0:10,BRD-K14788918_10 uM_24 h,PC3
334,CPC006_HCC515_24H:K22,7b-cis_10 uM_24 h,HCC515
335,CPC004_HCC515_24H:BRD-A51714012-001-03-1:10,venlafaxine_10 uM_24 h,HCC515
336,CPC015_ASC_24H:BRD-K92093830-003-05-0:10,doxorubicin_10 uM_24 h,ASC
337,CPC007_MCF7_24H:BRD-A24021119-001-06-0:10,BRD-A24021119_10 uM_24 h,MCF7
338,CPC001_VCAP_24H:K03,azacyclonol_10 uM_24 h,VCAP
339,CPC013_HEPG2_6H:BRD-K42687792-001-01-9:10,BRD-K42687792_10 uM_6 h,HEPG2
340,CPC012_HA1E_6H:BRD-K68588778-001-05-7:10,BRD-K68588778_10 uM_6 h,HA1E
341,CPC006_HA1E_24H:I05,ingenol_10 uM_24 h,HA1E
342,CPC004_VCAP_6H:BRD-K43290182-001-01-9:10,Ro-04-6790_10 uM_6 h,VCAP
343,CPC017_MCF7_24H:BRD-K68246049-001-01-4:10,TTNPB_10 uM_24 h,MCF7
344,CPC007_HA1E_6H:BRD-K70693222-001-08-7:10,BRD-K70693222_10 uM_6 h,HA1E
345,CPC016_HEPG2_6H:BRD-K38477985-001-01-8:10,malonoben_10 uM_6 h,HEPG2
346,CPC019_PC3_6H:BRD-K48803730-001-01-1:10,BRD-K48803730_10 uM_6 h,PC3
347,CPC013_MCF7_24H:BRD-K03122949-001-01-6:10,BRD-K03122949_10 uM_24 h,MCF7
348,CPC002_VCAP_24H:BRD-K90553655-001-03-6:10,testosterone_10 uM_24 h,VCAP
349,CPC020_HA1E_6H:BRD-A44827100-001-03-4:10,erythromycin_10 uM_6 h,HA1E
350,CPC018_HEPG2_6H:BRD-K78126613-001-16-0:10,menadione_10 uM_6 h,HEPG2
351,CPC006_A549_6H:BRD-K81473043-001-04-7:0.35,tanespimycin_0.37 uM_6 h,A549
352,CPC019_PC3_6H:BRD-K78930611-001-07-6:10,MW-STK33-2B_10 uM_6 h,PC3
353,CPC009_PC3_24H:BRD-K53732802-019-01-9:10,VU-0365118-1_10 uM_24 h,PC3
354,CPC012_NEU_24H:BRD-K05114711-001-01-7:10,RAN-27_10 uM_24 h,NEU
355,CPC018_ASC_24H:BRD-K39670393-303-01-3:10,amthamine_10 uM_24 h,ASC
356,CPC017_HEPG2_6H:BRD-K07691486-001-04-9:10,roscovitine_10 uM_6 h,HEPG2
357,CPC013_VCAP_6H:BRD-K42644990-003-01-6:10,BRD-K42644990_10 uM_6 h,VCAP
358,CPC013_PC3_6H:BRD-K07881437-001-01-2:10,danusertib_10 uM_6 h,PC3
359,CPC012_MCF7_6H:BRD-K74797618-001-01-9:10,MD-049_10 uM_6 h,MCF7
360,CPC014_VCAP_24H:BRD-K49685476-001-09-2:10,TTNPB_10 uM_24 h,VCAP
361,CPC005_HA1E_24H:BRD-K32828673-002-03-9:10,chelidonine_10 uM_24 h,HA1E
362,CPC009_HEPG2_6H:BRD-K10114046-001-01-6:10,BRD-K10114046_10 uM_6 h,HEPG2
363,CPC013_HCC515_6H:BRD-A32161980-001-01-1:10,carbetocin_10 uM_6 h,HCC515
364,CPC006_VCAP_6H:BRD-K47983010-001-02-1:10,BX-795_10 uM_6 h,VCAP
365,CPC013_HA1E_6H:BRD-A57300602-001-01-3:10,BRD-A57300602_10 uM_6 h,HA1E
366,CPC013_MCF7_24H:BRD-K55991774-001-01-1:10,BAS-09104376_10 uM_24 h,MCF7
367,CPC013_HEPG2_6H:BRD-A02333338-001-01-1:10,cyclopamine_10 uM_6 h,HEPG2
368,CPC014_A549_6H:BRD-K77908580-001-05-4:10,entinostat_10 uM_6 h,A549
369,CPC001_HCC515_24H:BRD-K65814004-003-01-1:10,diphenyleneiodonium_10 uM_24 h,HCC515
370,CPC008_PC3_24H:BRD-K07259155-001-05-2:10,BRD-K07259155_10 uM_24 h,PC3
371,CPC004_HA1E_6H:BRD-A55416093-001-03-1:10,colforsin_10 uM_6 h,HA1E
372,CPC009_HA1E_6H:BRD-K00313977-019-01-1:10,BRD-K00313977_10 uM_6 h,HA1E
373,CPC014_HA1E_6H:BRD-K68174511-001-01-7:10,torin-2_10 uM_6 h,HA1E
374,CPC004_HEPG2_6H:BRD-A11678676-001-03-4:10,wortmannin_10 uM_6 h,HEPG2
375,CPC013_HCC515_6H:BRD-K04833372-001-01-3:10,GSK-1904529A_10 uM_6 h,HCC515
376,CPC010_MCF7_6H:BRD-K53932786-001-08-8:10,BRD-K53932786_10 uM_6 h,MCF7
377,CPC016_MCF7_24H:BRD-K42221274-003-02-8:10,NNC-711_10 uM_24 h,MCF7
378,CPC017_MCF7_24H:BRD-K00486786-001-01-4:10,Ro-08-2750_10 uM_24 h,MCF7
379,CPC019_HA1E_6H:BRD-K23282736-001-01-1:10,BRD-K23282736_10 uM_6 h,HA1E
380,CPC016_A549_24H:BRD-A06352508-001-02-9:10,SB-218078_10 uM_24 h,A549
381,CPC012_MCF7_24H:BRD-K77014406-001-03-8:10,BRD-K77014406_10 uM_24 h,MCF7
382,CPC013_PC3_24H:BRD-K88542532-001-01-6:10,BRD-K88542532_10 uM_24 h,PC3
383,CPC019_MCF7_6H:BRD-K78930611-001-07-6:10,MW-STK33-2B_10 uM_6 h,MCF7
384,CPC002_HA1E_6H:BRD-K54094468-003-05-3:10,remoxipride_10 uM_6 h,HA1E
385,CPC019_HA1E_6H:BRD-K60297835-001-01-3:10,BRD-K60297835_10 uM_6 h,HA1E
386,CPC006_MCF7_24H:B22,NSC-23766_150 uM_24 h,MCF7
387,CPC015_ASC_24H:BRD-K03109492-001-01-4:10,NSC-663284_10 uM_24 h,ASC
388,CPC014_MCF7_6H:P01,EI-231_10 uM_6 h,MCF7
389,CPC013_HEPG2_6H:BRD-K11636097-001-01-5:10,JNJ-7706621_10 uM_6 h,HEPG2
390,CPC009_HEPG2_6H:BRD-K18861610-001-04-4:10,BRD-K18861610_10 uM_6 h,HEPG2
391,CPC014_HCC515_6H:BRD-K62959606-001-10-4:10,sphingosine_10 uM_6 h,HCC515
392,CPC005_A549_6H:BRD-A53077924-236-01-4:10,tianeptine_10 uM_6 h,A549
393,CPC018_HEPG2_6H:BRD-K51318897-001-07-0:10,fenbendazole_10 uM_6 h,HEPG2
394,CPC017_MCF7_6H:BRD-K13533483-001-03-0:10,cyclosporin-a_10 uM_6 h,MCF7
395,CPC005_PC3_24H:BRD-K54095730-001-01-5:10,CMPD-1_10 uM_24 h,PC3
396,CPC013_PC3_24H:BRD-K35687265-236-01-8:10,ON-01910_10 uM_24 h,PC3
397,CPC017_A549_6H:BRD-A73605923-001-01-7:10,mocimycin_10 uM_6 h,A549
398,CPC002_HCC515_24H:BRD-K25905511-001-02-4:10,buddleoflavonoloside_10 uM_24 h,HCC515
399,CPC004_HCC515_24H:BRD-A31204924-001-07-6:10,mitotane_10 uM_24 h,HCC515
400,CPC014_HEPG2_6H:BRD-K39944607-001-03-0:10,ochratoxin-a_10 uM_6 h,HEPG2
401,CPC015_ASC_24H:BRD-K19136521-001-03-0:10,BRD-K19136521_10 uM_24 h,ASC
402,CPC012_MCF7_6H:BRD-K07023879-001-01-6:10,BRD-K07023879_10 uM_6 h,MCF7
403,CPC008_PC3_24H:BRD-K32944375-019-01-3:10,BRD-K32944375_10 uM_24 h,PC3
404,CPC013_PC3_24H:BRD-A95820578-001-01-4:10,BRD-A95820578_10 uM_24 h,PC3
405,CPC006_HCC515_24H:F09,dexamethasone_10 uM_24 h,HCC515
406,CPC009_HA1E_6H:BRD-K40480443-001-01-4:10,BRD-K40480443_10 uM_6 h,HA1E
407,CPC002_VCAP_24H:BRD-K18816859-001-01-4:10,L-694247_10 uM_24 h,VCAP
408,CPC009_VCAP_24H:BRD-K68756823-001-01-4:10,FR-180204_10 uM_24 h,VCAP
409,CPC004_PC3_24H:BRD-A58564983-001-03-8:10,selamectin_10 uM_24 h,PC3
410,CPC018_MCF7_6H:BRD-K15616905-001-01-5:10,CCCP_10 uM_6 h,MCF7
411,CPC006_HCC515_6H:O05,BRD-K23875128_10 uM_6 h,HCC515
412,CPC009_HCC515_6H:BRD-K83670234-001-01-1:10,BRD-K83670234_10 uM_6 h,HCC515
413,CPC014_HCC515_6H:BRD-K75081836-001-01-3:10,BRD-K75081836_10 uM_6 h,HCC515
414,CPC010_PC3_6H:BRD-A18725729-001-08-2:10,BRD-A18725729_10 uM_6 h,PC3
415,CPC006_HA1E_24H:O10,PAC-1_10 uM_24 h,HA1E
416,CPC013_MCF7_24H:BRD-K19166598-001-01-9:10,BRD-K19166598_10 uM_24 h,MCF7
417,CPC001_HA1E_6H:BRD-K11927976-050-01-1:10,ER-27319_10 uM_6 h,HA1E
418,CPC019_MCF7_6H:BRD-K51556300-001-01-9:10,BRD-K51556300_10 uM_6 h,MCF7
419,CPC003_HCC515_6H:BRD-K04010869-001-02-6:10,prostaglandin-a1_10 uM_6 h,HCC515
420,CPC005_PC3_24H:BRD-K58299615-001-02-7:10,Ro-90-7501_10 uM_24 h,PC3
421,CPC012_HCC515_6H:BRD-K70960308-003-01-8:10,BRD-K70960308_10 uM_6 h,HCC515
422,CPC019_A549_24H:BRD-A53746180-001-02-9:10,KM-04644SC_10 uM_24 h,A549
423,CPC011_VCAP_24H:BRD-A02759312-003-19-5:10,betaxolol_10 uM_24 h,VCAP
424,CPC015_MCF7_24H:BRD-A01593789-001-02-3:10,BRD-A01593789_10 uM_24 h,MCF7
425,CPC019_MCF7_24H:BRD-K98834634-001-01-2:10,BRD-K98834634_10 uM_24 h,MCF7
426,CPC020_VCAP_24H:BRD-A04308630-001-01-6:10,genipin_10 uM_24 h,VCAP
427,CPC013_HA1E_6H:BRD-K15107389-001-01-0:10,BRD-K15107389_10 uM_6 h,HA1E
428,CPC009_HEPG2_6H:BRD-K26304855-001-01-5:10,BRD-K26304855_10 uM_6 h,HEPG2
429,CPC017_NPC_24H:BRD-K48029790-001-01-0:10,OBAA_10 uM_24 h,NPC
430,CPC018_MCF7_24H:BRD-K26997899-001-01-4:10,D-64131_10 uM_24 h,MCF7
431,CPC007_MCF7_24H:BRD-A93426597-019-03-7:10,BRD-A93426597_10 uM_24 h,MCF7
432,CPC006_MCF7_24H:J23,tozasertib_10 uM_24 h,MCF7
433,CPC016_SKB_24H:BRD-K92000912-001-06-8:10,AM-251_10 uM_24 h,SKB
434,CPC013_HEPG2_6H:BRD-K82685933-001-02-2:10,BRD-K82685933_10 uM_6 h,HEPG2
435,CPC014_HA1E_6H:BRD-U51951544-000-01-8:10,ZG-10_10 uM_6 h,HA1E
436,CPC001_HCC515_24H:BRD-K94441233-001-03-1:10,mevastatin_10 uM_24 h,HCC515
437,CPC013_PC3_6H:BRD-K17210248-003-01-7:10,daunorubicin_10 uM_6 h,PC3
438,CPC012_ASC_24H:BRD-K73238422-001-01-1:10,BRD-K73238422_10 uM_24 h,ASC
439,CPC013_PC3_6H:BRD-K55612480-001-01-8:10,BRD-K55612480_10 uM_6 h,PC3
440,CPC003_PC3_24H:BRD-K10207760-236-03-0:10,lasalocid_10 uM_24 h,PC3
441,CPC006_MCF7_6H:BRD-A18763547-300-04-8:10,BRD-A18763547_10 uM_6 h,MCF7
442,CPC012_PC3_24H:BRD-K91987625-003-01-2:10,BRD-K91987625_10 uM_24 h,PC3
443,CPC006_PC3_6H:BRD-A13122391-001-01-9:0.08,triptolide_0.08 uM_6 h,PC3
444,CPC006_A549_6H:BRD-K61662457-001-02-2:20,CAY-10594_20 uM_6 h,A549
445,CPC018_MCF7_6H:BRD-K04010869-001-02-6:10,prostaglandin-a1_10 uM_6 h,MCF7
446,CPC004_HA1E_24H:BRD-K77830450-001-02-4:10,forskolin_10 uM_24 h,HA1E
447,CPC018_HEPG2_6H:BRD-K21064560-001-01-6:10,BRD-K21064560_10 uM_6 h,HEPG2
448,CPC004_PC3_6H:BRD-A46747628-001-01-9:10,ouabain_10 uM_6 h,PC3
449,CPC006_VCAP_6H:BRD-K30707190-001-02-5:80,PNU-74654_80 uM_6 h,VCAP
450,CPC012_ASC_24H:BRD-K69888333-001-01-7:10,BRD-K69888333_10 uM_24 h,ASC
451,CPC020_VCAP_24H:BRD-K41260949-001-13-3:10,valproic-acid_10 uM_24 h,VCAP
452,CPC018_MCF7_6H:BRD-K44849676-001-05-5:10,capsazepine_10 uM_6 h,MCF7
453,CPC012_HA1E_6H:BRD-K58070753-001-01-6:10,BRD-K58070753_10 uM_6 h,HA1E
454,CPC006_A549_6H:BRD-K74148702-001-03-8:48,curcumin_50 uM_6 h,A549
455,CPC001_PC3_6H:BRD-A49680073-001-01-9:10,BRD-A49680073_10 uM_6 h,PC3
456,CPC020_HA1E_6H:BRD-A50774520-001-01-5:10,CVF-SUMO-11_10 uM_6 h,HA1E
457,CPC013_HCC515_6H:BRD-K74623475-001-02-7:10,BRD-K74623475_10 uM_6 h,HCC515
458,CPC014_HCC515_6H:BRD-K67506692-001-07-9:10,BRD-K67506692_10 uM_6 h,HCC515
459,CPC018_MCF7_24H:BRD-K46419649-001-01-8:10,U-0126_10 uM_24 h,MCF7
460,CPC008_PC3_24H:BRD-K10361096-001-04-6:10,BRD-K10361096_10 uM_24 h,PC3
461,CPC006_MCF7_6H:BRD-K07303502-001-02-5:80,BRD-K07303502_80 uM_6 h,MCF7
462,CPC006_VCAP_24H:BRD-K33272502-001-01-2:40,DG-041_40 uM_24 h,VCAP
463,CPC001_HA1E_6H:BRD-A04668240-001-01-5:10,CGP-52432_10 uM_6 h,HA1E
464,CPC013_HA1E_6H:BRD-U44700465-000-01-4:10,HG-5-88-01_10 uM_6 h,HA1E
465,CPC013_HCC515_6H:BRD-K35687265-236-01-8:10,ON-01910_10 uM_6 h,HCC515
466,CPC020_VCAP_24H:BRD-A62326914-001-02-2:10,paroxetine_10 uM_24 h,VCAP
467,CPC006_HCC515_24H:P18,piperlongumine_10 uM_24 h,HCC515
468,CPC001_HA1E_6H:BRD-K74305673-001-01-3:10,BRD-K74305673_10 uM_6 h,HA1E
469,CPC011_A549_24H:BRD-K49111258-311-05-4:10,prazosin_10 uM_24 h,A549
470,CPC012_MCF7_24H:BRD-A16581344-001-01-1:10,BRD-A16581344_10 uM_24 h,MCF7
471,CPC006_VCAP_24H:BRD-A56592690-001-01-9:30,PX-12_30 uM_24 h,VCAP
472,CPC012_NPC_24H:BRD-K88708949-001-01-0:10,BRD-K88708949_10 uM_24 h,NPC
473,CPC016_SKB_24H:BRD-K84421793-001-01-1:10,BRD-K84421793_10 uM_24 h,SKB
474,CPC016_MCF7_6H:BRD-K38477985-001-01-8:10,malonoben_10 uM_6 h,MCF7
475,CPC001_HA1E_24H:BRD-K97330509-001-01-4:10,BRD-K97330509_10 uM_24 h,HA1E
476,CPC020_PC3_6H:BRD-A83124583-003-01-4:10,EMF-sumo1-39_10 uM_6 h,PC3
477,CPC011_PC3_24H:BRD-K41903098-003-07-5:10,diphenoxylate_10 uM_24 h,PC3
478,CPC010_HCC515_6H:BRD-K28143534-003-20-0:10,cyproheptadine_10 uM_6 h,HCC515
479,CPC013_HA1E_6H:BRD-A41114263-001-01-7:10,BRD-A41114263_10 uM_6 h,HA1E
480,CPC016_MCF7_24H:BRD-K37691127-001-02-2:10,hinokitiol_10 uM_24 h,MCF7
481,CPC010_PC3_6H:BRD-A27489425-001-10-7:10,rolitetracycline_10 uM_6 h,PC3
482,CPC014_VCAP_24H:BRD-K50387473-001-01-1:10,XMD-892_10 uM_24 h,VCAP
483,CPC008_HEPG2_6H:BRD-K88707333-001-04-0:10,BRD-K88707333_10 uM_6 h,HEPG2
484,CPC019_PC3_6H:BRD-K55827386-001-01-7:10,BRD-K55827386_10 uM_6 h,PC3
485,CPC005_VCAP_24H:BRD-K65146499-001-14-7:10,nabumetone_10 uM_24 h,VCAP
486,CPC001_HCC515_24H:BRD-K02283807-003-01-4:10,GR-32191_10 uM_24 h,HCC515
487,CPC014_HEPG2_6H:BRD-K78062244-001-06-5:10,BRD-K78062244_10 uM_6 h,HEPG2
488,CPC018_MCF7_6H:BRD-K41557448-001-01-3:10,BRD-K41557448_10 uM_6 h,MCF7
489,CPC003_HCC515_6H:BRD-K08554278-001-02-4:10,bisbenzimide_10 uM_6 h,HCC515
490,CPC004_HCC515_24H:BRD-K69600043-328-03-0:10,thiethylperazine_10 uM_24 h,HCC515
491,CPC004_VCAP_6H:BRD-K35960502-001-10-1:10,niclosamide_10 uM_6 h,VCAP
492,CPC007_MCF7_24H:BRD-K83213280-001-07-0:10,BRD-K83213280_10 uM_24 h,MCF7
493,CPC016_SKB_24H:BRD-K78122587-300-01-9:10,NNC-55-0396_10 uM_24 h,SKB
494,CPC007_HA1E_24H:BRD-K40213712-001-05-4:10,SAL-1_10 uM_24 h,HA1E
495,CPC006_MCF7_6H:BRD-K83289131-001-01-4:10,CAY-10618_10 uM_6 h,MCF7
496,CPC001_VCAP_24H:N12,eudesmic-acid_10 uM_24 h,VCAP
497,CPC005_VCAP_24H:BRD-K03319035-003-02-7:10,maprotiline_10 uM_24 h,VCAP
498,CPC009_HA1E_6H:BRD-K81365078-001-03-5:10,KU-C104122_10 uM_6 h,HA1E
499,CPC012_HA1E_6H:BRD-K09661167-001-06-1:10,BRD-K09661167_10 uM_6 h,HA1E
500,CPC020_HA1E_6H:BRD-A25088322-001-01-2:10,CVF-SUMO-7_10 uM_6 h,HA1E
501,CPC006_VCAP_6H:BRD-K15409150-001-02-5:30,penfluridol_30 uM_6 h,VCAP
502,CPC005_MCF7_6H:E24,digitoxigenin_10 uM_6 h,MCF7
503,CPC007_MCF7_6H:BRD-K95352812-019-02-2:10,BRD-K95352812_10 uM_6 h,MCF7
504,CPC006_HCC515_24H:O13,BRD-K61033289_10 uM_24 h,HCC515
505,CPC014_HCC515_6H:BRD-U51951544-000-01-8:10,ZG-10_10 uM_6 h,HCC515
506,CPC017_ASC_24H:BRD-K14200658-001-02-6:10,syrosingopine_10 uM_24 h,ASC
507,CPC006_MCF7_6H:BRD-K34581968-001-01-2:11.1,BMS-536924_12 uM_6 h,MCF7
508,CPC012_PC3_24H:BRD-K30640165-001-01-1:10,BRD-K30640165_10 uM_24 h,PC3
509,CPC002_VCAP_24H:BRD-K97810537-001-03-7:10,beclomethasone-dipropionate_10 uM_24 h,VCAP
510,CPC009_HEPG2_6H:BRD-K59705555-001-01-6:10,BRD-K59705555_10 uM_6 h,HEPG2
511,CPC004_MCF7_6H:BRD-A41519720-001-03-0:10,ezetimibe_10 uM_6 h,MCF7
512,CPC004_VCAP_6H:BRD-A87606379-001-13-3:10,nadolol_10 uM_6 h,VCAP
513,CPC020_VCAP_6H:BRD-K64517075-001-01-9:10,heliomycin_10 uM_6 h,VCAP
514,CPC001_VCAP_24H:E19,AG-494_10 uM_24 h,VCAP
515,CPC012_HA1E_6H:BRD-A43155244-001-01-2:10,BRD-A43155244_10 uM_6 h,HA1E
516,CPC002_HCC515_24H:BRD-K41337261-003-01-0:10,ZM-306416_10 uM_24 h,HCC515
517,CPC003_HCC515_24H:BRD-K09132007-001-01-8:10,D-4476_10 uM_24 h,HCC515
518,CPC007_PC3_6H:BRD-K11671649-001-05-6:10,BRD-K11671649_10 uM_6 h,PC3
519,CPC006_VCAP_24H:BRD-K28360340-001-01-8:10,TW-37_10 uM_24 h,VCAP
520,CPC015_MCF7_24H:BRD-K88625236-001-03-4:10,nonoxynol-9_10 uM_24 h,MCF7
521,CPC006_HCC515_24H:J24,pyrvinium-pamoate_10 uM_24 h,HCC515
522,CPC001_HA1E_6H:BRD-A03816571-001-01-0:10,CP-55940_10 uM_6 h,HA1E
523,CPC005_A549_6H:BRD-K50836978-001-01-7:10,purvalanol-a_10 uM_6 h,A549
524,CPC017_MCF7_6H:BRD-K16977723-001-01-0:10,PP-3_10 uM_6 h,MCF7
525,CPC019_VCAP_6H:BRD-K86899078-001-01-2:10,BRD-K86899078_10 uM_6 h,VCAP
526,CPC009_PC3_24H:BRD-K51443908-001-03-2:10,KU-C104486_10 uM_24 h,PC3
527,CPC009_A549_6H:BRD-K26304855-001-01-5:10,BRD-K26304855_10 uM_6 h,A549
528,CPC001_HA1E_24H:BRD-A27143604-001-01-2:10,dpn_10 uM_24 h,HA1E
529,CPC002_HA1E_24H:BRD-K97399794-001-08-8:10,quercetin_10 uM_24 h,HA1E
530,CPC003_HA1E_24H:BRD-K37691127-001-02-2:10,hinokitiol_10 uM_24 h,HA1E
531,CPC012_HA1E_6H:BRD-A41250203-001-01-2:10,GP-42_10 uM_6 h,HA1E
532,CPC006_A549_6H:BRD-K85606544-001-01-8:10,neratinib_10 uM_6 h,A549
533,CPC015_MCF7_6H:J23,brompheniramine_10 uM_6 h,MCF7
534,CPC019_MCF7_24H:BRD-K65904652-001-01-9:10,BRD-K65904652_10 uM_24 h,MCF7
535,CPC001_HA1E_6H:BRD-A49680073-001-01-9:10,BRD-A49680073_10 uM_6 h,HA1E
536,CPC011_A549_6H:BRD-K43236057-001-04-8:10,polydatin_10 uM_6 h,A549
537,CPC005_PC3_6H:BRD-A47513740-001-02-5:10,calyculin_10 uM_6 h,PC3
538,CPC006_A549_6H:BRD-K30707190-001-02-5:80,PNU-74654_80 uM_6 h,A549
539,CPC018_SKB_24H:BRD-K59633395-001-01-4:10,BRD-K59633395_10 uM_24 h,SKB
540,CPC013_PC3_6H:BRD-K25504083-001-03-1:10,cytochalasin-d_10 uM_6 h,PC3
541,CPC011_VCAP_6H:BRD-K92984783-003-04-0:10,melperone_10 uM_6 h,VCAP
542,CPC016_ASC_24H:BRD-K31627533-001-03-8:10,rimexolone_10 uM_24 h,ASC
543,CPC009_HEPG2_6H:BRD-K70871370-001-03-0:10,KU-C104226_10 uM_6 h,HEPG2
544,CPC011_PC3_24H:BRD-K11630072-001-09-0:10,carmofur_10 uM_24 h,PC3
545,CPC017_MCF7_6H:BRD-K06426971-001-01-9:10,ryuvidine_10 uM_6 h,MCF7
546,CPC002_PC3_6H:BRD-K80348542-001-01-4:10,cephaeline_10 uM_6 h,PC3
547,CPC011_VCAP_24H:BRD-K52080565-001-07-6:10,nandrolone_10 uM_24 h,VCAP
548,CPC012_HCC515_6H:BRD-A59985574-003-01-9:10,topotecan_10 uM_6 h,HCC515
549,CPC011_A549_24H:BRD-K85030058-003-13-0:10,benactyzine_10 uM_24 h,A549
550,CPC016_NPC_24H:BRD-K93541117-001-01-4:10,BRD-K93541117_10 uM_24 h,NPC
551,CPC008_A549_6H:BRD-K42629487-001-05-2:10,SF-11_10 uM_6 h,A549
552,CPC018_A549_6H:BRD-A52530684-001-01-1:10,doxorubicin_10 uM_6 h,A549
553,CPC006_HA1E_24H:A07,BRD-K86574132_50 uM_24 h,HA1E
554,CPC010_PC3_6H:BRD-K53423944-001-06-1:10,BRD-K53423944_10 uM_6 h,PC3
